代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
002373,千方科技,软件服务,20230308,10.87,20230323,12.96,100,851.2,19.23%,15,Rank 3.33%,"Rank 3.33%, Score 0.0211, BULL",BEAR rank exit (61.0%),BEAR rank exit (61.0%),BEAR,csi500
603000,人民网,互联网,20230313,18.0,20230323,17.98,100,-18.5,-0.11%,10,Rank 0.35%,"Rank 0.35%, Score 0.0293, BULL",BEAR rank exit (59.3%),BEAR rank exit (59.3%),BEAR,csi500
688772,珠海冠宇,电气设备,20230303,19.99,20230324,19.91,300,-32.0,-0.40%,21,Rank 3.85%,"Rank 3.85%, Score 0.0151, BULL",BEAR rank exit (31.1%),BEAR rank exit (31.1%),BEAR,csi500
002532,天山铝业,铝,20230317,7.67,20230327,7.91,100,174.1,3.13%,10,Rank 3.33%,"Rank 3.33%, Score 0.0199, BULL",BEAR rank exit (29.7%),BEAR rank exit (29.7%),BEAR,csi500
300058,蓝色光标,广告包装,20230307,5.77,20230329,8.77,200,11512.0,51.99%,22,Rank 0.18%,"Rank 0.18%, Score 0.0388, BULL",BEAR trailing stop (10.1%),BEAR trailing stop (10.1%),BEAR,csi500
301308,江波龙,半导体,20230321,71.3,20230329,80.05,100,872.0,12.27%,8,Rank 3.85%,"Rank 3.85%, Score 0.0185, BULL",BEAR rank exit (25.0%),BEAR rank exit (25.0%),BEAR,csi500
603228,景旺电子,元器件,20230322,25.0,20230330,25.39,100,75.0,1.56%,8,Rank 2.45%,"Rank 2.45%, Score 0.0182, BULL",BEAR rank exit (35.1%),BEAR rank exit (35.1%),BEAR,csi500
002156,通富微电,半导体,20230202,19.6,20230331,21.97,100,655.6,12.09%,57,Rank 1.76%,"Rank 1.76%, Score 0.0255, BULL",BEAR trailing stop (11.6%),BEAR trailing stop (11.6%),BEAR,csi500
600418,江淮汽车,汽车整车,20230315,13.7,20230331,13.75,100,20.4,0.36%,16,Rank 0.35%,"Rank 0.35%, Score 0.0293, BULL",BEAR rank exit (35.4%),BEAR rank exit (35.4%),BEAR,csi500
601155,新城控股,区域地产,20230313,17.5,20230404,16.55,100,-153.5,-5.43%,22,Rank 4.03%,"Rank 4.03%, Score 0.0154, BULL",BEAR rank exit (22.1%),BEAR rank exit (22.1%),BEAR,csi500
300474,景嘉微,元器件,20230116,53.29,20230407,124.0,100,21460.9,132.69%,81,Rank 0.53%,"Rank 0.53%, Score 0.0306, BULL",BEAR trailing stop (10.1%),BEAR trailing stop (10.1%),BEAR,csi500
002261,拓维信息,软件服务,20230110,7.07,20230410,14.5,100,7513.4,105.09%,90,Rank 2.46%,"Rank 2.46%, Score 0.0223, BULL",BEAR trailing stop (10.5%),BEAR trailing stop (10.5%),BEAR,csi500
002126,银轮股份,汽车配件,20230317,13.05,20230410,13.62,100,309.3,4.37%,24,Rank 1.58%,"Rank 1.58%, Score 0.0232, BULL",BEAR rank exit (33.9%),BEAR rank exit (33.9%),BEAR,csi500
000034,神州数码,软件服务,20230111,23.38,20230411,28.4,100,1554.2,21.47%,90,Rank 3.51%,"Rank 3.51%, Score 0.0202, BULL",BEAR trailing stop (15.2%),BEAR trailing stop (15.2%),BEAR,csi500
688599,天合光能,电气设备,20230320,53.0,20230412,50.39,100,-272.8,-4.92%,23,Rank 3.50%,"Rank 3.50%, Score 0.0197, BULL",BEAR rank exit (23.1%),BEAR rank exit (23.1%),BEAR,csi500
688213,思特威-W,半导体,20230308,41.51,20230417,63.0,100,2140.8,51.77%,40,Rank 3.85%,"Rank 3.85%, Score 0.0201, BULL",BEAR trailing stop (10.7%),BEAR trailing stop (10.7%),BEAR,csi500
002281,光迅科技,通信设备,20230203,18.46,20230418,25.82,100,2431.1,39.87%,74,Rank 1.58%,"Rank 1.58%, Score 0.0318, BULL",BEAR trailing stop (10.3%),BEAR trailing stop (10.3%),BEAR,csi500
688213,思特威-W,半导体,20230424,57.55,20230426,51.5,100,-611.7,-10.51%,2,Rank 1.04%,"Rank 1.04%, Score 0.0299, BULL",BULL Hard stop (-10.5%),BULL Hard stop (-10.5%),BULL,csi500
601636,旗滨集团,玻璃,20230424,11.45,20230426,10.3,100,-420.8,-10.04%,2,Rank 4.87%,"Rank 4.87%, Score 0.0177, BULL",BULL Hard stop (-10.0%),BULL Hard stop (-10.0%),BULL,csi500
300570,太辰光,通信设备,20230220,17.0,20230427,26.5,100,1872.9,55.88%,66,Rank 2.81%,"Rank 2.81%, Score 0.0245, BULL",BULL trailing stop (20.0%),BULL trailing stop (20.0%),BULL,csi500
301236,软通动力,软件服务,20230424,45.39,20230427,39.1,100,-963.3,-13.86%,3,Rank 0.35%,"Rank 0.35%, Score 0.0357, BULL",BULL Hard stop (-13.9%),BULL Hard stop (-13.9%),BULL,csi500
688047,龙芯中科,半导体,20230118,90.95,20230508,135.8,200,8934.7,49.31%,110,Rank 0.53%,"Rank 0.53%, Score 0.0285, BULL",BULL trailing stop (19.2%),BULL trailing stop (19.2%),BULL,csi500
002157,正邦科技,农业综合,20230426,2.71,20230508,2.39,200,-1051.0,-11.81%,12,Rank 1.39%,"Rank 1.39%, Score 0.0329, BULL",BULL Hard stop (-11.8%),BULL Hard stop (-11.8%),BULL,csi500
603228,景旺电子,元器件,20230424,24.62,20230510,22.07,100,-541.7,-10.36%,16,Rank 1.74%,"Rank 1.74%, Score 0.0270, BULL",BULL Hard stop (-10.4%),BULL Hard stop (-10.4%),BULL,csi500
688525,佰维存储,半导体,20230426,77.2,20230510,75.92,100,-137.9,-1.66%,14,Rank 1.04%,"Rank 1.04%, Score 0.0353, BULL",BULL trailing stop (19.4%),BULL trailing stop (19.4%),BULL,csi500
300002,神州泰岳,互联网,20230109,4.53,20230511,11.57,100,10863.3,155.41%,122,Rank 1.76%,"Rank 1.76%, Score 0.0238, BULL",BEAR trailing stop (17.6%),BEAR trailing stop (17.6%),BEAR,csi500
600498,烽火通信,通信设备,20230208,14.5,20230511,18.66,100,1529.5,28.69%,92,Rank 1.76%,"Rank 1.76%, Score 0.0258, BULL",BEAR trailing stop (17.4%),BEAR trailing stop (17.4%),BEAR,csi500
688387,信科移动-U,通信设备,20230222,5.61,20230511,7.65,900,1827.0,36.36%,78,Rank 1.23%,"Rank 1.23%, Score 0.0246, BULL",BEAR trailing stop (15.7%),BEAR trailing stop (15.7%),BEAR,csi500
600977,中国电影,影视音像,20230424,15.79,20230511,17.15,400,579.5,8.61%,17,Rank 2.09%,"Rank 2.09%, Score 0.0258, BULL",BEAR rank exit (97.0%),BEAR rank exit (97.0%),BEAR,csi500
600095,湘财股份,证券,20230424,8.11,20230511,8.4,200,190.9,3.58%,17,Rank 4.00%,"Rank 4.00%, Score 0.0200, BULL",BEAR rank exit (30.4%),BEAR rank exit (30.4%),BEAR,csi500
301200,大族数控,专用机械,20230425,38.58,20230511,40.2,200,316.1,4.20%,16,Rank 0.70%,"Rank 0.70%, Score 0.0383, BULL",BEAR rank exit (90.3%),BEAR rank exit (90.3%),BEAR,csi500
600171,上海贝岭,半导体,20230425,19.18,20230511,18.9,100,-85.2,-1.46%,16,Rank 2.26%,"Rank 2.26%, Score 0.0257, BULL",BEAR rank exit (69.6%),BEAR rank exit (69.6%),BEAR,csi500
688778,厦钨新能,电气设备,20230425,65.03,20230511,62.54,100,-258.7,-3.83%,16,Rank 4.00%,"Rank 4.00%, Score 0.0222, BULL",BEAR rank exit (59.5%),BEAR rank exit (59.5%),BEAR,csi500
688213,思特威-W,半导体,20230426,51.5,20230511,57.21,200,1127.1,11.09%,15,Rank 0.35%,"Rank 0.35%, Score 0.0546, BULL",BEAR rank exit (41.0%),BEAR rank exit (41.0%),BEAR,csi500
603379,三美股份,化工原料,20230426,29.8,20230511,26.56,100,-472.5,-10.87%,15,Rank 3.30%,"Rank 3.30%, Score 0.0260, BULL",BEAR Hard stop (-10.9%),BEAR Hard stop (-10.9%),BEAR,csi500
000032,深桑达Ａ,建筑工程,20230428,30.6,20230511,33.9,100,1364.0,10.78%,13,Rank 0.87%,"Rank 0.87%, Score 0.0455, BULL",BEAR rank exit (54.7%),BEAR rank exit (54.7%),BEAR,csi500
603920,世运电路,元器件,20230425,17.17,20230512,16.21,300,-449.5,-5.59%,17,Rank 1.57%,"Rank 1.57%, Score 0.0261, BULL",BEAR rank exit (22.6%),BEAR rank exit (22.6%),BEAR,csi500
603000,人民网,互联网,20230427,20.3,20230512,22.8,100,1055.6,12.32%,15,Rank 2.09%,"Rank 2.09%, Score 0.0305, BULL",BEAR rank exit (35.8%),BEAR rank exit (35.8%),BEAR,csi500
300458,全志科技,半导体,20230428,25.96,20230512,26.58,200,474.6,2.39%,14,Rank 0.35%,"Rank 0.35%, Score 0.0538, BULL",BEAR rank exit (95.7%),BEAR rank exit (95.7%),BEAR,csi500
002517,恺英网络,互联网,20230104,7.0,20230515,15.33,100,5180.5,119.00%,131,Rank 0.53%,"Rank 0.53%, Score 0.0303, BULL",BEAR trailing stop (11.4%),BEAR trailing stop (11.4%),BEAR,csi500
600418,江淮汽车,汽车整车,20230424,11.53,20230515,12.15,100,383.5,5.38%,21,Rank 0.87%,"Rank 0.87%, Score 0.0311, BULL",BEAR rank exit (33.7%),BEAR rank exit (33.7%),BEAR,csi500
002265,建设工业,专用机械,20230426,12.76,20230515,13.18,600,242.4,3.29%,19,Rank 3.83%,"Rank 3.83%, Score 0.0230, BULL",BEAR rank exit (25.3%),BEAR rank exit (25.3%),BEAR,csi500
002156,通富微电,半导体,20230427,17.66,20230515,18.78,100,306.8,6.34%,18,Rank 4.88%,"Rank 4.88%, Score 0.0234, BULL",BEAR rank exit (27.3%),BEAR rank exit (27.3%),BEAR,csi500
000021,深科技,元器件,20230508,16.56,20230516,17.7,100,1603.5,6.88%,8,Rank 0.52%,"Rank 0.52%, Score 0.0461, BULL",BEAR rank exit (43.2%),BEAR rank exit (43.2%),BEAR,csi500
002126,银轮股份,汽车配件,20230508,12.55,20230516,13.11,200,608.2,4.46%,8,Rank 0.87%,"Rank 0.87%, Score 0.0366, BULL",BEAR rank exit (53.3%),BEAR rank exit (53.3%),BEAR,csi500
688772,珠海冠宇,电气设备,20230425,16.7,20230518,16.7,600,-13.1,0.00%,23,Rank 0.87%,"Rank 0.87%, Score 0.0330, BULL",BEAR rank exit (22.4%),BEAR rank exit (22.4%),BEAR,csi500
002240,盛新锂能,小金属,20230426,31.17,20230519,33.8,100,427.0,8.44%,23,Rank 1.91%,"Rank 1.91%, Score 0.0314, BULL",BEAR rank exit (42.0%),BEAR rank exit (42.0%),BEAR,csi500
300432,富临精工,汽车配件,20230427,10.2,20230519,10.25,100,29.3,0.49%,22,Rank 0.35%,"Rank 0.35%, Score 0.0567, BULL",BEAR rank exit (72.6%),BEAR rank exit (72.6%),BEAR,csi500
300679,电连技术,元器件,20230427,27.38,20230519,30.91,100,1270.9,12.89%,22,Rank 1.22%,"Rank 1.22%, Score 0.0429, BULL",BEAR rank exit (24.7%),BEAR rank exit (24.7%),BEAR,csi500
002085,万丰奥威,汽车配件,20230427,5.88,20230522,6.0,200,177.5,2.04%,25,Rank 1.92%,"Rank 1.92%, Score 0.0307, BULL",BEAR rank exit (26.0%),BEAR rank exit (26.0%),BEAR,csi500
601155,新城控股,区域地产,20230424,15.22,20230524,14.2,300,-492.2,-6.70%,30,Rank 3.83%,"Rank 3.83%, Score 0.0202, BULL",BEAR trailing stop (10.7%),BEAR trailing stop (10.7%),BEAR,csi500
000683,博源化工,化工原料,20230427,7.44,20230525,6.74,100,-426.3,-7.38%,28,Rank 3.66%,"Rank 3.66%, Score 0.0251, BULL",BEAR rank exit (25.2%),BEAR rank exit (25.2%),BEAR,csi500
601615,明阳智能,电气设备,20230510,17.79,20230526,18.78,800,794.6,5.56%,16,Rank 1.04%,"Rank 1.04%, Score 0.0351, BULL",BEAR rank exit (51.2%),BEAR rank exit (51.2%),BEAR,csi500
002281,光迅科技,通信设备,20230522,25.86,20230531,27.81,300,1905.2,7.54%,9,Rank 0.52%,"Rank 0.52%, Score 0.0264, BEAR",BEAR rank exit (33.0%),BEAR rank exit (33.0%),BEAR,csi500
002607,中公教育,文教休闲,20230524,4.68,20230601,4.98,700,1694.1,6.41%,8,Rank 0.52%,"Rank 0.52%, Score 0.0301, BEAR",BEAR rank exit (74.4%),BEAR rank exit (74.4%),BEAR,csi500
601019,山东出版,出版业,20230526,9.51,20230605,10.3,2500,2437.0,8.32%,10,Rank 0.17%,"Rank 0.17%, Score 0.0452, BEAR",BEAR rank exit (87.5%),BEAR rank exit (87.5%),BEAR,csi500
002157,正邦科技,农业综合,20230525,2.32,20230608,2.52,800,2559.6,8.62%,14,Rank 0.17%,"Rank 0.17%, Score 0.0387, BEAR",BEAR rank exit (27.8%),BEAR rank exit (27.8%),BEAR,csi500
603728,鸣志电器,电气设备,20230510,38.4,20230609,47.98,100,1261.7,25.03%,30,Rank 1.22%,"Rank 1.22%, Score 0.0314, BULL",BEAR trailing stop (10.9%),BEAR trailing stop (10.9%),BEAR,csi500
688599,天合光能,电气设备,20230531,39.75,20230609,35.6,700,-3012.7,-10.50%,9,Rank 0.17%,"Rank 0.17%, Score 0.0515, BEAR",BEAR Hard stop (-10.5%),BEAR Hard stop (-10.5%),BEAR,csi500
603596,伯特利,汽车配件,20230424,63.69,20230612,67.27,100,388.3,6.16%,49,Rank 3.48%,"Rank 3.48%, Score 0.0204, BULL",BEAR rank exit (29.2%),BEAR rank exit (29.2%),BEAR,csi500
002472,双环传动,汽车配件,20230605,24.11,20230616,28.1,200,4091.1,16.55%,11,Rank 0.70%,"Rank 0.70%, Score 0.0297, BEAR",BEAR rank exit (97.9%),BEAR rank exit (97.9%),BEAR,csi500
301267,华厦眼科,医疗保健,20230608,70.79,20230616,69.98,400,-360.4,-1.14%,8,Rank 0.35%,"Rank 0.35%, Score 0.0359, BEAR",BEAR rank exit (26.7%),BEAR rank exit (26.7%),BEAR,csi500
603806,福斯特,塑料,20230609,28.65,20230620,33.7,200,4738.9,17.63%,11,Rank 0.52%,"Rank 0.52%, Score 0.0323, BEAR",BEAR rank exit (75.3%),BEAR rank exit (75.3%),BEAR,csi500
603179,新泉股份,汽车配件,20230601,40.95,20230626,43.02,200,1038.1,5.05%,25,Rank 0.52%,"Rank 0.52%, Score 0.0289, BEAR",BEAR rank exit (26.6%),BEAR rank exit (26.6%),BEAR,csi500
300432,富临精工,汽车配件,20230612,9.93,20230627,10.9,300,2334.4,9.77%,15,Rank 0.70%,"Rank 0.70%, Score 0.0267, BEAR",BEAR rank exit (31.0%),BEAR rank exit (31.0%),BEAR,csi500
601799,星宇股份,汽车配件,20230616,116.99,20230629,118.53,200,359.0,1.32%,13,Rank 0.35%,"Rank 0.35%, Score 0.0240, BEAR",BEAR rank exit (27.5%),BEAR rank exit (27.5%),BEAR,csi500
603000,人民网,互联网,20230626,33.1,20230629,29.44,200,-3160.5,-11.06%,3,Rank 0.17%,"Rank 0.17%, Score 0.0466, BEAR",BEAR Hard stop (-11.1%),BEAR Hard stop (-11.1%),BEAR,csi500
600839,四川长虹,家用电器,20230627,4.79,20230705,5.03,200,1319.6,5.01%,8,Rank 0.35%,"Rank 0.35%, Score 0.0399, BEAR",BEAR rank exit (35.9%),BEAR rank exit (35.9%),BEAR,csi500
688599,天合光能,电气设备,20230609,35.6,20230706,38.39,800,2601.8,9.11%,27,Rank 0.17%,"Rank 0.17%, Score 0.0421, BEAR",BEAR trailing stop (10.3%),BEAR trailing stop (10.3%),BEAR,csi500
603000,人民网,互联网,20230629,29.44,20230707,27.08,200,-2046.9,-8.02%,8,Rank 0.17%,"Rank 0.17%, Score 0.0568, BEAR",BEAR trailing stop (10.2%),BEAR trailing stop (10.2%),BEAR,csi500
002157,正邦科技,农业综合,20230629,2.52,20230710,2.85,700,3714.8,13.10%,11,Rank 0.35%,"Rank 0.35%, Score 0.0361, BEAR",BEAR rank exit (44.7%),BEAR rank exit (44.7%),BEAR,csi500
000733,振华科技,元器件,20230620,85.42,20230714,92.91,100,1652.9,8.77%,24,Rank 0.52%,"Rank 0.52%, Score 0.0201, BEAR",BEAR rank exit (42.0%),BEAR rank exit (42.0%),BEAR,csi500
601858,中国科传,出版业,20230710,32.36,20230718,33.32,900,1216.9,3.89%,8,Rank 0.52%,"Rank 0.52%, Score 0.0294, BEAR",BEAR rank exit (28.5%),BEAR rank exit (28.5%),BEAR,csi500
601799,星宇股份,汽车配件,20230705,129.5,20230719,130.82,100,148.9,1.02%,14,Rank 0.35%,"Rank 0.35%, Score 0.0267, BEAR",BEAR rank exit (25.2%),BEAR rank exit (25.2%),BEAR,csi500
