代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
300339,300339,其他,20250106,44.69,20250304,55.47,300,3212.4,24.12%,57,Rank 0.34%,"Rank 0.34%, Score 0.0865, CHOPPY",CHOPPY trailing stop (10.5%),CHOPPY trailing stop (10.5%),CHOPPY,csi500
002126,002126,其他,20250228,32.6,20250304,29.5,300,-941.5,-9.51%,4,Rank 0.34%,"Rank 0.34%, Score 0.0904, CHOPPY",CHOPPY Hard stop (-9.5%),CHOPPY Hard stop (-9.5%),CHOPPY,csi500
300017,300017,其他,20250303,12.87,20250310,13.58,800,553.9,5.52%,7,Rank 0.50%,"Rank 0.50%, Score 0.0658, CHOPPY",CHOPPY rank exit (95.8%),CHOPPY rank exit (95.8%),CHOPPY,csi500
688629,688629,其他,20250304,56.88,20250311,60.0,100,304.2,5.49%,7,Rank 0.50%,"Rank 0.50%, Score 0.0699, CHOPPY",CHOPPY rank exit (88.9%),CHOPPY rank exit (88.9%),CHOPPY,csi500
300115,300115,其他,20250103,15.83,20250314,25.85,500,4993.2,63.30%,70,Rank 0.85%,"Rank 0.85%, Score 0.0587, CHOPPY",CHOPPY trailing stop (11.4%),CHOPPY trailing stop (11.4%),CHOPPY,csi500
300570,300570,其他,20250304,80.58,20250320,88.0,100,730.6,9.21%,16,Rank 1.01%,"Rank 1.01%, Score 0.0670, CHOPPY",CHOPPY trailing stop (11.2%),CHOPPY trailing stop (11.2%),CHOPPY,csi500
603228,603228,其他,20250303,33.54,20250321,34.73,300,343.5,3.55%,18,Rank 0.34%,"Rank 0.34%, Score 0.0706, CHOPPY",CHOPPY trailing stop (12.7%),CHOPPY trailing stop (12.7%),CHOPPY,csi500
002837,002837,其他,20250304,42.82,20250321,44.64,200,352.4,4.25%,17,Rank 0.34%,"Rank 0.34%, Score 0.0718, CHOPPY",CHOPPY trailing stop (10.2%),CHOPPY trailing stop (10.2%),CHOPPY,csi500
002558,002558,其他,20250304,15.09,20250325,14.94,600,-101.7,-0.99%,21,Rank 1.18%,"Rank 1.18%, Score 0.0641, CHOPPY",CHOPPY trailing stop (10.0%),CHOPPY trailing stop (10.0%),CHOPPY,csi500
300100,300100,其他,20250304,42.0,20250326,61.74,200,3931.9,47.00%,22,Rank 0.67%,"Rank 0.67%, Score 0.0684, CHOPPY",CHOPPY trailing stop (13.0%),CHOPPY trailing stop (13.0%),CHOPPY,csi500
002155,002155,其他,20250314,24.97,20250402,22.19,500,-1404.4,-11.13%,19,Rank 0.17%,"Rank 0.17%, Score 0.0653, CHOPPY",CHOPPY Hard stop (-11.1%),CHOPPY Hard stop (-11.1%),CHOPPY,csi500
300803,300803,其他,20250321,94.43,20250402,82.67,100,-1186.7,-12.45%,12,Rank 0.67%,"Rank 0.67%, Score 0.0607, CHOPPY",CHOPPY Hard stop (-12.5%),CHOPPY Hard stop (-12.5%),CHOPPY,csi500
600988,600988,其他,20250311,18.6,20250407,20.1,600,884.3,8.06%,27,Rank 0.17%,"Rank 0.17%, Score 0.0618, CHOPPY",CHOPPY trailing stop (13.2%),CHOPPY trailing stop (13.2%),CHOPPY,csi500
600363,600363,其他,20250320,66.3,20250407,56.38,100,-999.3,-14.96%,18,Rank 0.34%,"Rank 0.34%, Score 0.0604, CHOPPY",CHOPPY Hard stop (-15.0%),CHOPPY Hard stop (-15.0%),CHOPPY,csi500
601162,601162,其他,20250325,4.33,20250407,3.88,2900,-1319.6,-10.39%,13,Rank 0.17%,"Rank 0.17%, Score 0.0644, CHOPPY",CHOPPY Hard stop (-10.4%),CHOPPY Hard stop (-10.4%),CHOPPY,csi500
002156,002156,其他,20250326,27.14,20250407,24.0,400,-1268.5,-11.57%,12,Rank 0.17%,"Rank 0.17%, Score 0.0621, CHOPPY",CHOPPY Hard stop (-11.6%),CHOPPY Hard stop (-11.6%),CHOPPY,csi500
600601,600601,其他,20250402,4.87,20250407,4.38,2500,-1239.2,-10.06%,5,Rank 0.84%,"Rank 0.84%, Score 0.0528, CHOPPY",CHOPPY Hard stop (-10.1%),CHOPPY Hard stop (-10.1%),CHOPPY,csi500
000426,000426,其他,20250402,13.65,20250408,11.63,800,-1628.1,-14.80%,6,Rank 1.01%,"Rank 1.01%, Score 0.0516, CHOPPY",CHOPPY Hard stop (-14.8%),CHOPPY Hard stop (-14.8%),CHOPPY,csi500
600418,600418,其他,20250407,33.7,20250408,30.88,200,-572.0,-8.37%,1,Rank 1.01%,"Rank 1.01%, Score 0.0579, CHOPPY",CHOPPY Hard stop (-8.4%),CHOPPY Hard stop (-8.4%),CHOPPY,csi500
300570,300570,其他,20250407,65.21,20250409,59.09,100,-619.7,-9.39%,2,Rank 0.17%,"Rank 0.17%, Score 0.0721, CHOPPY",CHOPPY Hard stop (-9.4%),CHOPPY Hard stop (-9.4%),CHOPPY,csi500
002837,002837,其他,20250407,33.68,20250409,29.55,200,-833.7,-12.26%,2,Rank 1.68%,"Rank 1.68%, Score 0.0507, CHOPPY",CHOPPY Hard stop (-12.3%),CHOPPY Hard stop (-12.3%),CHOPPY,csi500
000831,000831,其他,20250321,32.3,20250423,31.19,300,-345.2,-3.44%,33,Rank 0.34%,"Rank 0.34%, Score 0.0635, CHOPPY",CHOPPY trailing stop (10.3%),CHOPPY trailing stop (10.3%),CHOPPY,csi500
301536,301536,其他,20250408,48.72,20250424,56.79,200,1599.2,16.56%,16,Rank 0.17%,"Rank 0.17%, Score 0.1462, CHOPPY",CHOPPY rank exit (49.5%),CHOPPY rank exit (49.5%),CHOPPY,csi500
300474,300474,其他,20250408,66.9,20250424,71.31,100,431.7,6.59%,16,Rank 0.34%,"Rank 0.34%, Score 0.1033, CHOPPY",CHOPPY rank exit (33.7%),CHOPPY rank exit (33.7%),CHOPPY,csi500
600988,600988,其他,20250407,20.1,20250425,28.01,500,3936.8,39.35%,18,Rank 0.67%,"Rank 0.67%, Score 0.0610, CHOPPY",CHOPPY trailing stop (12.5%),CHOPPY trailing stop (12.5%),CHOPPY,csi500
300570,300570,其他,20250424,69.6,20250519,70.65,100,95.8,1.51%,25,Rank 0.17%,"Rank 0.17%, Score 0.0769, CHOPPY",CHOPPY trailing stop (12.3%),CHOPPY trailing stop (12.3%),CHOPPY,csi500
600171,600171,其他,20250424,36.9,20250519,33.89,300,-916.2,-8.16%,25,Rank 0.51%,"Rank 0.51%, Score 0.0639, CHOPPY",CHOPPY Hard stop (-8.2%),CHOPPY Hard stop (-8.2%),CHOPPY,csi500
002131,002131,其他,20250407,3.14,20250526,3.56,3000,1246.1,13.38%,49,Rank 1.51%,"Rank 1.51%, Score 0.0519, CHOPPY",CHOPPY trailing stop (11.0%),CHOPPY trailing stop (11.0%),CHOPPY,csi500
002130,002130,其他,20250409,15.8,20250526,19.12,700,2306.6,21.01%,47,Rank 0.17%,"Rank 0.17%, Score 0.1153, CHOPPY",CHOPPY trailing stop (10.3%),CHOPPY trailing stop (10.3%),CHOPPY,csi500
600418,600418,其他,20250424,34.51,20250604,35.26,300,211.2,2.17%,41,Rank 0.67%,"Rank 0.67%, Score 0.0591, CHOPPY",CHOPPY trailing stop (13.5%),CHOPPY trailing stop (13.5%),CHOPPY,csi500
003021,003021,其他,20250526,111.12,20250611,101.49,100,-976.4,-8.67%,16,Rank 0.17%,"Rank 0.17%, Score 0.0567, CHOPPY",CHOPPY Hard stop (-8.7%),CHOPPY Hard stop (-8.7%),CHOPPY,csi500
000887,000887,其他,20250526,18.26,20250616,16.63,500,-825.8,-8.93%,21,Rank 0.67%,"Rank 0.67%, Score 0.0539, CHOPPY",CHOPPY Hard stop (-8.9%),CHOPPY Hard stop (-8.9%),CHOPPY,csi500
000034,000034,其他,20250526,38.24,20250623,35.1,300,-955.7,-8.21%,28,Rank 0.51%,"Rank 0.51%, Score 0.0544, CHOPPY",CHOPPY Hard stop (-8.2%),CHOPPY Hard stop (-8.2%),CHOPPY,csi500
001696,001696,其他,20250604,22.21,20250623,20.29,500,-973.2,-8.65%,19,Rank 0.34%,"Rank 0.34%, Score 0.0646, CHOPPY",CHOPPY Hard stop (-8.6%),CHOPPY Hard stop (-8.6%),CHOPPY,csi500
002384,002384,其他,20250425,24.45,20250708,40.36,500,7928.5,65.07%,74,Rank 0.51%,"Rank 0.51%, Score 0.0671, CHOPPY",CHOPPY trailing stop (10.2%),CHOPPY trailing stop (10.2%),CHOPPY,csi500
600418,600418,其他,20250611,40.0,20250714,38.98,300,-321.2,-2.55%,33,Rank 0.17%,"Rank 0.17%, Score 0.0716, CHOPPY",CHOPPY trailing stop (10.8%),CHOPPY trailing stop (10.8%),CHOPPY,csi500
688183,688183,其他,20250714,46.9,20250723,48.91,200,390.7,4.30%,9,Rank 0.17%,"Rank 0.17%, Score 0.0982, CHOPPY",CHOPPY rank exit (30.6%),CHOPPY rank exit (30.6%),CHOPPY,csi500
300570,300570,其他,20250519,70.65,20250728,103.2,100,3241.7,46.07%,70,Rank 0.17%,"Rank 0.17%, Score 0.0802, CHOPPY",CHOPPY trailing stop (10.7%),CHOPPY trailing stop (10.7%),CHOPPY,csi500
300857,300857,其他,20250623,108.1,20250801,107.63,100,-60.3,-0.43%,39,Rank 0.50%,"Rank 0.50%, Score 0.0524, CHOPPY",CHOPPY trailing stop (11.6%),CHOPPY trailing stop (11.6%),CHOPPY,csi500
002384,002384,其他,20250708,40.36,20250804,53.98,200,2710.7,33.76%,27,Rank 0.34%,"Rank 0.34%, Score 0.0797, CHOPPY",CHOPPY trailing stop (10.3%),CHOPPY trailing stop (10.3%),CHOPPY,csi500
603228,603228,其他,20250708,47.17,20250806,61.28,200,2806.0,29.92%,29,Rank 0.17%,"Rank 0.17%, Score 0.0931, CHOPPY",CHOPPY trailing stop (10.7%),CHOPPY trailing stop (10.7%),CHOPPY,csi500
002131,002131,其他,20250804,3.91,20250822,4.7,3300,2576.4,20.10%,18,Rank 0.17%,"Rank 0.17%, Score 0.0904, CHOPPY",CHOPPY trailing stop (11.6%),CHOPPY trailing stop (11.6%),CHOPPY,csi500
301165,301165,其他,20250822,115.61,20250829,129.95,100,1416.8,12.40%,7,Rank 0.17%,"Rank 0.17%, Score 0.0718, CHOPPY",CHOPPY rank exit (91.6%),CHOPPY rank exit (91.6%),CHOPPY,csi500
300058,300058,其他,20250806,9.81,20250903,9.64,1300,-234.8,-1.71%,28,Rank 0.17%,"Rank 0.17%, Score 0.0782, CHOPPY",CHOPPY trailing stop (10.1%),CHOPPY trailing stop (10.1%),CHOPPY,csi500
688676,688676,其他,20250829,60.95,20250903,54.8,200,-1243.3,-10.08%,5,Rank 0.17%,"Rank 0.17%, Score 0.0958, CHOPPY",CHOPPY Hard stop (-10.1%),CHOPPY Hard stop (-10.1%),CHOPPY,csi500
600580,600580,其他,20250623,21.55,20250905,40.14,500,9269.9,86.27%,74,Rank 0.34%,"Rank 0.34%, Score 0.0535, CHOPPY",CHOPPY trailing stop (10.1%),CHOPPY trailing stop (10.1%),CHOPPY,csi500
000988,000988,其他,20250723,48.45,20250905,64.7,200,3234.0,33.55%,44,Rank 0.67%,"Rank 0.67%, Score 0.0704, CHOPPY",CHOPPY trailing stop (14.7%),CHOPPY trailing stop (14.7%),CHOPPY,csi500
688099,688099,其他,20250903,96.17,20250905,88.0,100,-828.4,-8.50%,2,Rank 0.34%,"Rank 0.34%, Score 0.0978, CHOPPY",CHOPPY Hard stop (-8.5%),CHOPPY Hard stop (-8.5%),CHOPPY,csi500
603868,603868,其他,20250728,38.24,20250919,36.5,300,-537.2,-4.56%,53,Rank 0.34%,"Rank 0.34%, Score 0.0941, CHOPPY",CHOPPY trailing stop (12.0%),CHOPPY trailing stop (12.0%),CHOPPY,csi500
000960,000960,其他,20250905,20.78,20250919,20.79,500,-8.4,0.05%,14,Rank 0.67%,"Rank 0.67%, Score 0.0593, CHOPPY",CHOPPY trailing stop (10.7%),CHOPPY trailing stop (10.7%),CHOPPY,csi500
600977,600977,其他,20250919,17.56,20250923,16.11,700,-1033.3,-8.29%,4,Rank 0.50%,"Rank 0.50%, Score 0.0701, CHOPPY",CHOPPY Hard stop (-8.3%),CHOPPY Hard stop (-8.3%),CHOPPY,csi500
601162,601162,其他,20250407,3.88,20250924,5.29,2700,3788.4,36.34%,170,Rank 0.84%,"Rank 0.84%, Score 0.0587, CHOPPY",CHOPPY trailing stop (11.1%),CHOPPY trailing stop (11.1%),CHOPPY,csi500
600580,600580,其他,20250905,40.14,20250925,59.14,300,5676.0,47.32%,20,Rank 0.34%,"Rank 0.34%, Score 0.0693, CHOPPY",CHOPPY trailing stop (10.9%),CHOPPY trailing stop (10.9%),CHOPPY,csi500
688525,688525,其他,20250905,63.8,20251013,93.0,200,5815.8,45.77%,38,Rank 0.50%,"Rank 0.50%, Score 0.0677, CHOPPY",CHOPPY trailing stop (15.8%),CHOPPY trailing stop (15.8%),CHOPPY,csi500
002517,002517,其他,20250924,27.6,20251013,23.98,500,-1826.1,-13.12%,19,Rank 0.50%,"Rank 0.50%, Score 0.0727, CHOPPY",CHOPPY Hard stop (-13.1%),CHOPPY Hard stop (-13.1%),CHOPPY,csi500
600171,600171,其他,20250925,37.7,20251013,34.68,300,-918.3,-8.00%,18,Rank 0.67%,"Rank 0.67%, Score 0.0613, CHOPPY",CHOPPY Hard stop (-8.0%),CHOPPY Hard stop (-8.0%),CHOPPY,csi500
688676,688676,其他,20250903,54.8,20251020,65.82,200,2187.1,20.11%,47,Rank 0.50%,"Rank 0.50%, Score 0.0798, CHOPPY",CHOPPY trailing stop (13.3%),CHOPPY trailing stop (13.3%),CHOPPY,csi500
688777,688777,其他,20250929,53.22,20251020,54.46,200,233.7,2.33%,21,Rank 0.34%,"Rank 0.34%, Score 0.0749, CHOPPY",CHOPPY trailing stop (10.2%),CHOPPY trailing stop (10.2%),CHOPPY,csi500
003021,003021,其他,20251020,115.72,20251105,111.0,100,-485.7,-4.07%,16,Rank 0.67%,"Rank 0.67%, Score 0.0584, CHOPPY",CHOPPY rank exit (45.6%),CHOPPY rank exit (45.6%),CHOPPY,csi500
002517,002517,其他,20251013,23.98,20251107,23.13,600,-525.0,-3.52%,25,Rank 0.17%,"Rank 0.17%, Score 0.0667, CHOPPY",CHOPPY trailing stop (10.2%),CHOPPY trailing stop (10.2%),CHOPPY,csi500
002797,002797,其他,20251013,7.86,20251113,7.25,1700,-1046.0,-7.71%,31,Rank 0.34%,"Rank 0.34%, Score 0.0632, CHOPPY",CHOPPY trailing stop (10.0%),CHOPPY trailing stop (10.0%),CHOPPY,csi500
300136,300136,其他,20250905,24.72,20251114,32.76,400,3202.3,32.56%,70,Rank 0.84%,"Rank 0.84%, Score 0.0592, CHOPPY",CHOPPY trailing stop (10.3%),CHOPPY trailing stop (10.3%),CHOPPY,csi500
300570,300570,其他,20251107,97.85,20251117,89.58,100,-838.9,-8.45%,10,Rank 0.17%,"Rank 0.17%, Score 0.0563, CHOPPY",CHOPPY Hard stop (-8.5%),CHOPPY Hard stop (-8.5%),CHOPPY,csi500
601933,601933,其他,20250923,4.94,20251120,4.33,2800,-1723.8,-12.35%,58,Rank 0.34%,"Rank 0.34%, Score 0.0732, CHOPPY",CHOPPY Hard stop (-12.3%),CHOPPY Hard stop (-12.3%),CHOPPY,csi500
000034,000034,其他,20251107,44.4,20251124,40.61,300,-1154.0,-8.54%,17,Rank 0.84%,"Rank 0.84%, Score 0.0486, CHOPPY",CHOPPY Hard stop (-8.5%),CHOPPY Hard stop (-8.5%),CHOPPY,csi500
600157,600157,其他,20251113,1.63,20251124,1.58,9000,-471.4,-3.09%,11,Rank 0.50%,"Rank 0.50%, Score 0.0551, CHOPPY",CHOPPY trailing stop (12.3%),CHOPPY trailing stop (12.3%),CHOPPY,csi500
603185,603185,其他,20251120,33.18,20251124,29.9,400,-1327.5,-9.89%,4,Rank 0.17%,"Rank 0.17%, Score 0.0543, CHOPPY",CHOPPY Hard stop (-9.9%),CHOPPY Hard stop (-9.9%),CHOPPY,csi500
601162,601162,其他,20251020,5.14,20251127,4.81,2800,-941.5,-6.42%,38,Rank 0.50%,"Rank 0.50%, Score 0.0592, CHOPPY",CHOPPY trailing stop (10.1%),CHOPPY trailing stop (10.1%),CHOPPY,csi500
300058,300058,其他,20251013,8.78,20251204,13.27,1400,6252.2,51.04%,52,Rank 0.50%,"Rank 0.50%, Score 0.0632, CHOPPY",CHOPPY trailing stop (13.6%),CHOPPY trailing stop (13.6%),CHOPPY,csi500
002312,002312,其他,20251124,12.46,20251205,11.41,900,-961.0,-8.45%,11,Rank 0.67%,"Rank 0.67%, Score 0.0571, CHOPPY",CHOPPY Hard stop (-8.4%),CHOPPY Hard stop (-8.4%),CHOPPY,csi500
002261,002261,其他,20251124,32.6,20251212,29.88,300,-827.7,-8.34%,18,Rank 1.01%,"Rank 1.01%, Score 0.0529, CHOPPY",CHOPPY Hard stop (-8.3%),CHOPPY Hard stop (-8.3%),CHOPPY,csi500
001203,001203,其他,20251204,27.86,20251212,28.75,500,425.2,3.19%,8,Rank 0.17%,"Rank 0.17%, Score 0.0628, CHOPPY",CHOPPY rank exit (57.2%),CHOPPY rank exit (57.2%),CHOPPY,csi500
000066,000066,其他,20251124,14.95,20251217,13.68,800,-1030.2,-8.49%,23,Rank 0.50%,"Rank 0.50%, Score 0.0572, CHOPPY",CHOPPY Hard stop (-8.5%),CHOPPY Hard stop (-8.5%),CHOPPY,csi500
603920,603920,其他,20251117,39.15,20251231,50.47,300,3376.1,28.91%,44,Rank 0.34%,"Rank 0.34%, Score 0.0556, CHOPPY",Close all,Close all,END,csi500
600988,600988,其他,20251124,30.43,20251231,31.81,400,534.9,4.53%,37,Rank 0.34%,"Rank 0.34%, Score 0.0592, CHOPPY",Close all,Close all,END,csi500
002625,002625,其他,20251127,45.95,20251231,50.11,300,1229.5,9.06%,34,Rank 0.17%,"Rank 0.17%, Score 0.0708, CHOPPY",Close all,Close all,END,csi500
002131,002131,其他,20251205,4.98,20251231,5.16,2900,507.1,3.64%,26,Rank 0.17%,"Rank 0.17%, Score 0.0516, CHOPPY",Close all,Close all,END,csi500
301165,301165,其他,20251212,114.6,20251231,126.63,100,1187.0,10.50%,19,Rank 0.50%,"Rank 0.50%, Score 0.0501, CHOPPY",Close all,Close all,END,csi500
601162,601162,其他,20251212,4.22,20251231,4.21,3200,-49.5,-0.24%,19,Rank 0.67%,"Rank 0.67%, Score 0.0493, CHOPPY",Close all,Close all,END,csi500
