代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,卖出信号,卖出原因,市场状态,股票池
600516,方大炭素,矿物制品,20160922,11.26,20161109,10.48,400,-317.4,-6.93%,48,Top Rank,BULL rank exit (41.4%),BULL rank exit (41.4%),BULL,csi500
600720,中交设计,建筑工程,20161024,7.61,20161109,7.61,700,-6.9,0.00%,16,Top Rank,BULL rank exit (45.6%),BULL rank exit (45.6%),BULL,csi500
000088,盐田港,港口,20161025,7.47,20161109,7.23,800,-200.1,-3.22%,15,Top Rank,BULL rank exit (45.3%),BULL rank exit (45.3%),BULL,csi500
002120,韵达股份,仓储物流,20160927,50.78,20161111,52.2,400,542.3,2.80%,45,Top Rank,BULL trailing stop (16.2%),BULL trailing stop (16.2%),BULL,csi500
000528,柳工,工程机械,20161024,7.57,20161111,7.86,600,170.6,3.89%,18,Top Rank,BULL rank exit (43.1%),BULL rank exit (43.1%),BULL,csi500
000960,锡业股份,小金属,20161103,14.48,20161114,16.52,200,403.7,14.09%,11,Top Rank,BULL rank exit (81.6%),BULL rank exit (81.6%),BULL,csi500
002019,亿帆医药,化学制药,20161107,39.27,20161117,40.43,500,550.2,2.94%,10,Top Rank,BULL rank exit (54.3%),BULL rank exit (54.3%),BULL,csi500
002507,涪陵榨菜,食品,20161027,23.42,20161122,22.88,900,-507.8,-2.28%,26,Top Rank,BULL rank exit (61.6%),BULL rank exit (61.6%),BULL,csi500
002312,川发龙蟒,化工原料,20161024,16.92,20161128,15.49,200,-289.7,-8.44%,35,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BULL,csi500
000723,美锦能源,焦炭加工,20161024,16.54,20161129,16.45,400,-44.6,-0.54%,36,Top Rank,BULL trailing stop (15.8%),BULL trailing stop (15.8%),BULL,csi500
600350,山东高速,路桥,20161024,6.63,20161129,7.41,600,459.2,11.68%,36,Top Rank,BULL rank exit (53.7%),BULL rank exit (53.7%),BULL,csi500
603688,石英股份,矿物制品,20161103,21.73,20161130,22.64,200,177.2,4.21%,27,Top Rank,BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
600566,济川药业,中成药,20161108,34.1,20161130,30.5,200,-728.2,-10.56%,22,Top Rank,Hard stop (-10.6%),Hard stop (-10.6%),BULL,csi500
601965,中国汽研,汽车服务,20161103,10.55,20161202,10.25,200,-63.3,-2.87%,29,Top Rank,BULL rank exit (41.7%),BULL rank exit (41.7%),BULL,csi500
600258,首旅酒店,酒店餐饮,20161102,26.01,20161205,23.89,100,-214.9,-8.14%,33,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
601198,东兴证券,证券,20161111,24.64,20161205,22.29,600,-1424.6,-9.52%,24,Top Rank,Hard stop (-9.5%),Hard stop (-9.5%),BULL,csi500
002607,中公教育,文教休闲,20161129,12.54,20161205,11.45,200,-221.0,-8.69%,6,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BULL,csi500
000878,云南铜业,铜,20161117,13.55,20161209,13.33,1700,-403.5,-1.62%,22,Top Rank,BULL rank exit (68.4%),BULL rank exit (68.4%),BULL,csi500
600131,国网信通,通信设备,20160714,10.74,20161212,11.13,200,75.5,3.65%,151,Top Rank,BULL trailing stop (17.1%),BULL trailing stop (17.1%),BULL,csi500
002673,西部证券,证券,20160926,23.16,20161212,21.71,200,-294.4,-6.23%,77,Top Rank,BULL trailing stop (17.2%),BULL trailing stop (17.2%),BULL,csi500
600132,重庆啤酒,啤酒,20160926,18.08,20161212,17.22,200,-176.7,-4.76%,77,Top Rank,BULL rank exit (68.6%),BULL rank exit (68.6%),BULL,csi500
002407,多氟多,化工原料,20160929,78.24,20161212,69.9,200,-1686.1,-10.66%,74,Top Rank,Hard stop (-10.7%),Hard stop (-10.7%),BULL,csi500
000728,国元证券,证券,20161024,21.6,20161212,21.11,200,-103.4,-2.27%,49,Top Rank,BULL trailing stop (19.2%),BULL trailing stop (19.2%),BULL,csi500
002683,广东宏大,化工原料,20161024,10.48,20161212,8.89,500,-801.0,-15.18%,49,Top Rank,Hard stop (-15.2%),Hard stop (-15.2%),BULL,csi500
601918,新集能源,煤炭开采,20161025,4.63,20161212,4.51,2800,-352.4,-2.59%,48,Top Rank,BULL rank exit (46.9%),BULL rank exit (46.9%),BULL,csi500
002797,第一创业,证券,20161104,39.44,20161212,34.53,200,-990.9,-12.45%,38,Top Rank,Hard stop (-12.4%),Hard stop (-12.4%),BULL,csi500
000750,国海证券,证券,20161111,11.92,20161212,10.72,600,-726.2,-10.04%,31,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BULL,csi500
002423,中粮资本,多元金融,20161128,11.18,20161212,10.78,300,-124.2,-3.58%,14,Top Rank,BULL rank exit (53.7%),BULL rank exit (53.7%),BULL,csi500
000723,美锦能源,焦炭加工,20161129,16.45,20161212,16.3,300,-51.4,-0.91%,13,Top Rank,BULL rank exit (65.3%),BULL rank exit (65.3%),BULL,csi500
600271,航天信息,软件服务,20161130,46.07,20161212,43.97,100,-215.9,-4.56%,12,Top Rank,BULL rank exit (76.4%),BULL rank exit (76.4%),BULL,csi500
002625,光启技术,航空,20161130,41.28,20161212,38.22,100,-311.1,-7.42%,12,Top Rank,BULL rank exit (41.5%),BULL rank exit (41.5%),BULL,csi500
601158,重庆水务,水务,20161205,8.59,20161212,7.9,500,-353.2,-8.10%,7,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
600764,中国海防,船舶,20161209,30.86,20161212,27.77,700,-2188.3,-10.01%,3,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BULL,csi500
603699,纽威股份,机械基件,20161104,18.81,20161214,17.21,200,-325.1,-8.52%,40,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
600062,华润双鹤,化学制药,20161205,24.23,20161214,22.1,200,-431.6,-8.79%,9,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BULL,csi500
002408,齐翔腾达,化工原料,20161202,27.18,20161215,26.57,300,-191.2,-2.22%,13,Top Rank,BULL rank exit (42.8%),BULL rank exit (42.8%),BULL,csi500
600885,宏发股份,电气设备,20160329,22.19,20161219,30.59,900,7524.6,37.86%,265,Top Rank,BULL trailing stop (16.5%),BULL trailing stop (16.5%),BULL,csi500
000060,中金岭南,铅锌,20161122,13.06,20161220,11.7,1600,-2202.5,-10.42%,28,Top Rank,Hard stop (-10.4%),Hard stop (-10.4%),BULL,csi500
300432,富临精工,汽车配件,20161212,24.78,20161222,25.02,200,40.0,0.94%,10,Top Rank,BULL rank exit (44.4%),BULL rank exit (44.4%),BULL,csi500
300001,特锐德,电气设备,20161212,17.9,20161222,18.2,300,82.9,1.68%,10,Top Rank,BULL rank exit (53.4%),BULL rank exit (53.4%),BULL,csi500
300346,南大光电,半导体,20161212,29.13,20161222,28.98,100,-18.8,-0.52%,10,Top Rank,BULL rank exit (82.8%),BULL rank exit (82.8%),BULL,csi500
600580,卧龙电驱,电气设备,20161212,9.11,20161222,9.26,500,69.4,1.66%,10,Top Rank,BULL rank exit (74.4%),BULL rank exit (74.4%),BULL,csi500
002080,中材科技,玻璃,20161212,16.75,20161222,16.93,200,31.9,1.08%,10,Top Rank,BULL rank exit (89.1%),BULL rank exit (89.1%),BULL,csi500
002607,中公教育,文教休闲,20161212,10.31,20161223,10.56,400,94.5,2.42%,11,Top Rank,BULL rank exit (42.0%),BULL rank exit (42.0%),BULL,csi500
600764,中国海防,船舶,20161213,29.14,20161223,28.94,200,-47.5,-0.69%,10,Top Rank,BULL rank exit (100.0%),BULL rank exit (100.0%),BULL,csi500
600546,山煤国际,煤炭开采,20161109,3.98,20161226,4.09,900,94.2,2.76%,47,Top Rank,BULL trailing stop (15.8%),BULL trailing stop (15.8%),BULL,csi500
000034,神州数码,软件服务,20161213,23.01,20161226,23.14,500,50.0,0.56%,13,Top Rank,BULL rank exit (71.7%),BULL rank exit (71.7%),BULL,csi500
601567,三星医疗,电气设备,20161212,12.0,20161228,11.56,400,-182.0,-3.67%,16,Top Rank,BULL rank exit (44.3%),BULL rank exit (44.3%),BULL,csi500
600985,淮北矿业,煤炭开采,20160912,11.57,20161229,14.65,400,1226.5,26.67%,108,Top Rank,BEAR trailing stop (13.0%),BEAR trailing stop (13.0%),BEAR,csi500
000429,粤高速Ａ,路桥,20161109,7.28,20161229,6.98,600,-184.2,-4.10%,50,Top Rank,BEAR trailing stop (9.5%),BEAR trailing stop (9.5%),BEAR,csi500
002797,第一创业,证券,20161212,34.53,20161229,34.74,100,16.5,0.61%,17,Top Rank,BEAR rank exit (54.0%),BEAR rank exit (54.0%),BEAR,csi500
600549,厦门钨业,小金属,20161214,23.53,20161229,21.88,300,-503.8,-7.01%,15,Top Rank,BEAR trailing stop (8.6%),BEAR trailing stop (8.6%),BEAR,csi500
600007,中国国贸,园区开发,20161220,17.14,20161229,17.52,1200,433.7,2.24%,9,Top Rank,BEAR rank exit (51.2%),BEAR rank exit (51.2%),BEAR,csi500
600153,建发股份,仓储物流,20161222,11.11,20161229,10.71,300,-125.1,-3.63%,7,Top Rank,BEAR rank exit (32.9%),BEAR rank exit (32.9%),BEAR,csi500
000783,长江证券,证券,20161222,10.59,20161229,10.52,300,-25.9,-0.69%,7,Top Rank,BEAR rank exit (68.2%),BEAR rank exit (68.2%),BEAR,csi500
601611,中国核建,建筑工程,20161222,18.22,20161229,17.69,100,-55.3,-2.91%,7,Top Rank,BEAR rank exit (26.6%),BEAR rank exit (26.6%),BEAR,csi500
000060,中金岭南,铅锌,20161223,11.45,20161229,11.19,900,-247.3,-2.27%,6,Top Rank,BEAR rank exit (24.7%),BEAR rank exit (24.7%),BEAR,csi500
300024,机器人,专用机械,20161212,48.2,20161230,47.12,100,-114.1,-2.24%,18,Top Rank,BEAR rank exit (62.5%),BEAR rank exit (62.5%),BEAR,csi500
600095,湘财股份,证券,20161024,11.24,20161230,12.93,500,837.4,15.05%,67,Rank 2.19%,Close all,Close all,END,csi500
600361,创新新材,铝,20161031,6.99,20161230,7.42,700,294.0,6.15%,60,Rank 0.27%,Close all,Close all,END,csi500
603338,浙江鼎力,工程机械,20161104,49.89,20161230,52.17,100,221.5,4.58%,56,Rank 0.54%,Close all,Close all,END,csi500
603606,东方电缆,电气设备,20161109,15.52,20161230,15.41,100,-13.0,-0.71%,51,Rank 4.70%,Close all,Close all,END,csi500
002773,康弘药业,化学制药,20161114,86.16,20161230,85.41,100,-86.3,-0.87%,46,Rank 1.64%,Close all,Close all,END,csi500
000009,中国宝安,电气设备,20161205,14.39,20161230,14.05,200,-71.5,-2.36%,25,Rank 3.77%,Close all,Close all,END,csi500
002673,西部证券,证券,20161212,21.71,20161230,20.97,200,-154.9,-3.44%,18,Rank 1.36%,Close all,Close all,END,csi500
603688,石英股份,矿物制品,20161212,20.39,20161230,22.56,200,428.7,10.66%,18,Rank 3.52%,Close all,Close all,END,csi500
002312,川发龙蟒,化工原料,20161212,13.4,20161230,13.16,200,-51.5,-1.80%,18,Rank 4.61%,Close all,Close all,END,csi500
002423,中粮资本,多元金融,20161213,11.06,20161230,12.73,1600,2645.5,15.10%,17,Rank 0.54%,Close all,Close all,END,csi500
000728,国元证券,证券,20161214,20.36,20161230,20.3,600,-52.6,-0.30%,16,Rank 0.54%,Close all,Close all,END,csi500
002407,多氟多,化工原料,20161215,68.17,20161230,68.35,200,17.3,0.26%,15,Rank 1.36%,Close all,Close all,END,csi500
600339,中油工程,石油开采,20161219,7.03,20161230,7.53,3000,1470.6,7.11%,11,Rank 1.63%,Close all,Close all,END,csi500
601099,太平洋,证券,20161222,8.94,20161230,8.7,600,-148.7,-2.65%,8,Rank 0.82%,Close all,Close all,END,csi500
300285,国瓷材料,陶瓷,20161222,41.0,20161230,39.22,100,-183.6,-4.35%,8,Rank 2.45%,Close all,Close all,END,csi500
002120,韵达股份,仓储物流,20161223,48.32,20161230,50.53,100,214.0,4.56%,7,Rank 3.00%,Close all,Close all,END,csi500
600546,山煤国际,煤炭开采,20161226,4.09,20161230,4.07,2600,-65.8,-0.49%,4,Rank 0.27%,Close all,Close all,END,csi500
601333,广深铁路,铁路,20161226,5.41,20161230,5.17,1000,-251.4,-4.52%,4,Rank 2.18%,Close all,Close all,END,csi500
603456,九洲药业,医疗保健,20161228,43.14,20161230,43.4,200,41.0,0.61%,2,Rank 3.83%,Close all,Close all,END,csi500
