date,portfolio_value,cash,positions,market_regime,cum_return,max_drawdown
2017-01-03,200000.0,87653.30609999999,8,BEAR,0.0,0.0
2017-01-04,201474.3061,67742.33459999999,9,BEAR,0.007371530499999945,0.0
2017-01-05,202793.3346,67742.33459999999,9,BEAR,0.013966673000000096,0.0
2017-01-06,200993.3346,67742.33459999999,9,BEAR,0.004966672999999977,-0.009000000000000119
2017-01-09,201261.61529999998,53008.34909999998,9,BEAR,0.006308076499999871,-0.007658596500000225
2017-01-10,201188.75209999998,52794.79049999999,9,BEAR,0.005943760499999895,-0.008022912500000201
2017-01-11,199878.36089999997,51873.45599999999,9,BEAR,-0.0006081955000001305,-0.014574868500000226
2017-01-12,197055.73349999997,45058.297499999986,9,BEAR,-0.014721332500000184,-0.02868800550000028
2017-01-13,196394.35489999998,39986.70949999998,9,BEAR,-0.01802822550000016,-0.03199489850000026
2017-01-16,191077.00249999997,39766.64559999999,9,BEAR,-0.04461498750000015,-0.05858166050000024
2017-01-17,192958.6456,39766.64559999999,9,BEAR,-0.03520677200000011,-0.049173445000000204
2017-01-18,191864.0483,40577.624299999996,9,BEAR,-0.04067975850000005,-0.05464643150000015
2017-01-19,190704.4323,40028.9243,9,BEAR,-0.04647783850000009,-0.060444511500000186
2017-01-20,193545.9243,40028.9243,9,BEAR,-0.03227037849999992,-0.046237051500000015
2017-01-23,194135.6955,42163.292499999996,9,BEAR,-0.029321522499999975,-0.04328819550000007
2017-01-24,195439.509,41617.865699999995,9,BEAR,-0.022802455,-0.036769128000000095
2017-01-25,195788.0858,39992.349799999996,9,BEAR,-0.021059571,-0.035026244000000095
2017-01-26,197039.3492,39930.80099999999,9,BEAR,-0.014803254000000043,-0.02876992700000014
2017-02-03,196517.80099999998,39930.80099999999,9,BEAR,-0.017410995000000096,-0.03137766800000019
2017-02-06,197438.80099999998,39930.80099999999,9,BEAR,-0.012805995000000125,-0.02677266800000022
2017-02-07,196396.80099999998,39930.80099999999,9,BEAR,-0.018015995000000062,-0.03198266800000016
2017-02-08,197927.44,38815.72319999999,9,BEAR,-0.010362800000000005,-0.0243294730000001
2017-02-09,198008.6618,39838.194299999996,9,BEAR,-0.009956690999999962,-0.023923364000000058
2017-02-10,199511.1943,39838.194299999996,9,BEAR,-0.0024440285000000284,-0.016410701500000124
2017-02-13,200513.1943,39838.194299999996,9,BEAR,0.0025659714999999306,-0.011400701500000165
2017-02-14,199231.1833,28637.683137523112,9,BEAR,-0.003844083499999984,-0.01781075650000008
2017-02-15,196702.31353345656,30387.335837523115,9,BEAR,-0.01648843233271724,-0.030455105332717336
2017-02-16,198319.53177097967,30387.335837523115,9,BEAR,-0.008402341145101633,-0.02236901414510173
2017-02-17,196659.87003345657,30387.335837523115,9,BEAR,-0.01670064983271713,-0.030667322832717225
2017-02-20,197600.5584190388,33601.83283752311,9,BEAR,-0.011997207904805962,-0.025963880904806058
2017-02-21,198624.9474401109,33601.83283752311,9,BEAR,-0.006875262799445503,-0.0208419357994456
2017-02-22,199298.0617987061,45567.36703752311,13,BULL,-0.003509691006469473,-0.01747636400646957
2017-02-23,198989.2321022181,37903.06843752311,17,BULL,-0.005053839488909473,-0.01902051248890957
2017-02-24,199095.93165378927,27957.085537523104,22,BULL,-0.004520341731053645,-0.01848701473105374
2017-02-27,198081.86557449168,14788.403974352215,28,BULL,-0.00959067212754161,-0.023557345127541707
2017-02-28,198198.12425255377,16870.36497435222,29,BULL,-0.009009378737231177,-0.022976051737231273
2017-03-01,198321.31798337368,8585.880374352218,30,BULL,-0.008393410083131547,-0.022360083083131643
2017-03-02,198127.3511822542,9011.978174352222,30,BULL,-0.009363244088729017,-0.023329917088729113
2017-03-03,199975.01470203587,9011.978174352222,30,BULL,-0.00012492648982065369,-0.01409159948982075
2017-03-06,202919.58497033187,6351.37837435222,30,BULL,0.014597924851659227,0.0
2017-03-07,203086.20676370966,4188.014330547031,30,BULL,0.015431033818548379,0.0
2017-03-08,201404.06465839458,4188.014330547031,30,BULL,0.007020323291972996,-0.008410710526575382
2017-03-09,200358.2696875928,923.7230305470312,30,BULL,0.0017913484379641353,-0.013639685380584243
2017-03-10,200527.2867887926,6031.598658794643,30,BULL,0.002636433943963068,-0.01279459987458531
2017-03-13,201815.29932045678,6031.598658794643,30,BULL,0.009076496602283823,-0.006354537216264555
2017-03-14,201104.45872601354,2897.606858794643,30,BULL,0.005522293630067621,-0.009908740188480758
2017-03-15,200644.8691766252,2897.606858794643,30,BULL,0.003224345883126034,-0.012206687935422345
2017-03-16,202240.23902844437,11516.332258794642,30,BULL,0.011201195142221732,-0.004229838676326647
2017-03-17,200294.68208874715,11516.332258794642,30,BULL,0.0014734104437357232,-0.013957623374812655
2017-03-20,200800.33923678094,2002.8421587946395,30,BULL,0.004001696183904668,-0.01142933763464371
2017-03-21,201590.05491530767,2002.8421587946395,30,BULL,0.007950274576538297,-0.007480759242010082
2017-03-22,202196.44516848933,1631.7749587946396,30,BULL,0.010982225842446569,-0.0044488079761018096
2017-03-23,201549.20929220974,1785.7762587946393,30,BULL,0.007746046461048595,-0.007684987357499784
2017-03-24,202905.73390574456,1785.7762587946393,30,BULL,0.014528669528722782,-0.0009023642898255968
2017-03-27,202594.36554838304,2750.4679416530835,30,BULL,0.012971827741915076,-0.0024592060766333024
2017-03-28,202225.25312442327,4400.095341653084,29,BULL,0.011126265622116271,-0.004304768196432107
2017-03-29,200523.94702626474,393.8938416530841,30,BULL,0.0026197351313237416,-0.012811298687224637
2017-03-30,195091.16715393192,5269.723041653084,30,BULL,-0.02454416423034045,-0.03997519804888883
2017-03-31,195822.11425702914,5174.661441653083,30,BULL,-0.02088942871485433,-0.03632046253340271
2017-04-05,200773.61009766645,4500.830441653084,30,BULL,0.0038680504883321642,-0.011562983330216214
2017-04-06,200687.23334378307,4500.830441653084,30,BULL,0.0034361667189153344,-0.011994867099633044
2017-04-07,200478.3824204404,4500.830441653084,30,BULL,0.0023919121022020207,-0.013039121716346358
