代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,卖出信号,卖出原因,市场状态,股票池
600282,南钢股份,普钢,20170224,3.92,20170306,3.8,600,-75.0,-3.06%,10,Top Rank,BULL rank exit (63.9%),BULL rank exit (63.9%),BULL,csi500
002064,华峰化学,化纤,20170222,5.42,20170307,5.64,300,63.8,4.06%,13,Top Rank,BULL rank exit (83.2%),BULL rank exit (83.2%),BULL,csi500
600816,建元信托,多元金融,20170224,26.01,20170307,25.38,100,-66.1,-2.42%,11,Top Rank,BULL rank exit (89.2%),BULL rank exit (89.2%),BULL,csi500
000401,金隅冀东,水泥,20170224,14.26,20170307,13.24,100,-103.7,-7.15%,11,Top Rank,BULL rank exit (40.7%),BULL rank exit (40.7%),BULL,csi500
601128,常熟银行,银行,20170227,11.77,20170309,13.48,200,338.5,14.53%,10,Top Rank,BULL rank exit (97.0%),BULL rank exit (97.0%),BULL,csi500
002625,光启技术,航空,20170215,36.29,20170310,36.29,500,-23.6,0.00%,23,Top Rank,BULL rank exit (41.9%),BULL rank exit (41.9%),BULL,csi500
600497,驰宏锌锗,铅锌,20170227,7.58,20170310,7.39,300,-59.9,-2.51%,11,Top Rank,BULL rank exit (45.7%),BULL rank exit (45.7%),BULL,csi500
002372,伟星新材,其他建材,20170222,17.64,20170314,19.08,100,141.5,8.16%,20,Top Rank,BULL rank exit (62.7%),BULL rank exit (62.7%),BULL,csi500
000703,恒逸石化,化纤,20170124,14.47,20170316,14.95,1300,598.7,3.32%,51,Top Rank,BULL rank exit (43.1%),BULL rank exit (43.1%),BULL,csi500
002572,索菲亚,家居用品,20170228,59.9,20170316,67.35,100,736.2,12.44%,16,Top Rank,BULL rank exit (50.9%),BULL rank exit (50.9%),BULL,csi500
002244,滨江集团,区域地产,20170310,7.57,20170320,7.52,1300,-77.7,-0.66%,10,Top Rank,BULL rank exit (52.2%),BULL rank exit (52.2%),BULL,csi500
600642,申能股份,火力发电,20170307,6.3,20170322,6.16,300,-44.4,-2.22%,15,Top Rank,BULL rank exit (43.1%),BULL rank exit (43.1%),BULL,csi500
002340,格林美,小金属,20170224,8.0,20170323,8.61,200,119.8,7.62%,27,Top Rank,BULL rank exit (66.6%),BULL rank exit (66.6%),BULL,csi500
000591,太阳能,新型电力,20170227,14.49,20170323,14.32,100,-18.9,-1.17%,24,Top Rank,BULL rank exit (45.3%),BULL rank exit (45.3%),BULL,csi500
600816,建元信托,多元金融,20170310,26.91,20170327,26.03,200,-182.1,-3.26%,17,Top Rank,BULL rank exit (98.7%),BULL rank exit (98.7%),BULL,csi500
600004,白云机场,机场,20170223,15.27,20170328,15.98,100,68.9,4.65%,33,Top Rank,BULL rank exit (44.8%),BULL rank exit (44.8%),BULL,csi500
600299,安迪苏,饲料,20170223,14.74,20170328,14.45,100,-30.9,-1.97%,33,Top Rank,BULL rank exit (42.4%),BULL rank exit (42.4%),BULL,csi500
603688,石英股份,矿物制品,20170223,22.11,20170330,20.13,100,-200.6,-8.96%,35,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BULL,csi500
600361,创新新材,铝,20170227,7.31,20170330,6.7,300,-185.6,-8.34%,31,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BULL,csi500
000739,普洛药业,化学制药,20170307,8.94,20170330,8.15,300,-240.2,-8.84%,23,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BULL,csi500
302132,中航成飞,航空,20170314,25.19,20170330,22.78,200,-487.9,-9.57%,16,Top Rank,Hard stop (-9.6%),Hard stop (-9.6%),BULL,csi500
002756,永兴材料,小金属,20170103,29.78,20170331,28.8,500,-508.7,-3.29%,87,Top Rank,BULL rank exit (46.2%),BULL rank exit (46.2%),BULL,csi500
300567,精测电子,电器仪表,20170301,82.82,20170405,86.4,100,346.8,4.32%,35,Top Rank,BULL rank exit (63.7%),BULL rank exit (63.7%),BULL,csi500
002683,广东宏大,化工原料,20170323,10.15,20170405,11.31,100,114.5,11.43%,13,Top Rank,BULL rank exit (89.7%),BULL rank exit (89.7%),BULL,csi500
300017,网宿科技,软件服务,20170327,42.34,20170410,38.72,100,-367.0,-8.55%,14,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
002461,珠江啤酒,啤酒,20170328,13.89,20170410,14.0,100,9.2,0.79%,13,Top Rank,BULL rank exit (66.6%),BULL rank exit (66.6%),BULL,csi500
600095,湘财股份,证券,20170330,11.12,20170410,10.9,100,-23.4,-1.98%,11,Top Rank,BULL rank exit (47.7%),BULL rank exit (47.7%),BULL,csi500
002607,中公教育,文教休闲,20170330,10.77,20170410,10.45,100,-33.4,-2.97%,11,Top Rank,BULL rank exit (83.0%),BULL rank exit (83.0%),BULL,csi500
300573,兴齐眼药,化学制药,20170331,48.24,20170410,44.31,300,-1196.3,-8.15%,10,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
000967,盈峰环境,环境保护,20170307,15.68,20170411,17.03,200,265.6,8.61%,35,Top Rank,BULL rank exit (45.0%),BULL rank exit (45.0%),BULL,csi500
002738,中矿资源,小金属,20170302,28.45,20170412,26.0,600,-1490.3,-8.61%,41,Top Rank,Hard stop (-8.6%),Hard stop (-8.6%),BULL,csi500
002423,中粮资本,多元金融,20170306,13.69,20170412,13.83,100,12.2,1.02%,37,Top Rank,BULL rank exit (45.1%),BULL rank exit (45.1%),BULL,csi500
002414,高德红外,电器仪表,20170316,24.31,20170412,22.95,500,-694.9,-5.59%,27,Top Rank,BULL rank exit (48.5%),BULL rank exit (48.5%),BULL,csi500
600155,华创云信,证券,20170411,19.93,20170412,17.94,100,-201.3,-9.98%,1,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BULL,csi500
300390,天华新能,电气设备,20170118,11.3,20170417,10.77,1600,-870.4,-4.69%,89,Top Rank,BULL trailing stop (16.9%),BULL trailing stop (16.9%),BULL,csi500
002797,第一创业,证券,20170227,29.99,20170417,27.56,100,-247.1,-8.12%,49,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
000729,燕京啤酒,啤酒,20170405,7.7,20170417,7.54,500,-84.9,-2.08%,12,Top Rank,BULL rank exit (41.2%),BULL rank exit (41.2%),BULL,csi500
600095,湘财股份,证券,20170411,10.39,20170417,9.14,400,-504.8,-12.03%,6,Top Rank,Hard stop (-12.0%),Hard stop (-12.0%),BULL,csi500
300573,兴齐眼药,化学制药,20170412,43.4,20170417,39.51,100,-394.1,-8.96%,5,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BULL,csi500
300373,扬杰科技,半导体,20170405,21.93,20170418,19.86,300,-628.7,-9.44%,13,Top Rank,Hard stop (-9.4%),Hard stop (-9.4%),BULL,csi500
300140,节能环境,环境保护,20170410,17.46,20170418,15.05,200,-485.9,-13.80%,8,Top Rank,Hard stop (-13.8%),Hard stop (-13.8%),BULL,csi500
002080,中材科技,玻璃,20170214,19.83,20170419,19.91,1000,54.8,0.41%,64,Top Rank,BULL rank exit (41.5%),BULL rank exit (41.5%),BULL,csi500
601158,重庆水务,水务,20170222,8.36,20170419,7.59,200,-156.0,-9.21%,56,Top Rank,Hard stop (-9.2%),Hard stop (-9.2%),BULL,csi500
600546,山煤国际,煤炭开采,20170306,5.03,20170419,4.45,700,-410.0,-11.53%,44,Top Rank,Hard stop (-11.5%),Hard stop (-11.5%),BULL,csi500
002430,杭氧股份,化工机械,20170323,9.9,20170419,9.3,200,-122.4,-6.06%,27,Top Rank,BULL trailing stop (15.7%),BULL trailing stop (15.7%),BULL,csi500
000709,河钢股份,普钢,20170417,5.31,20170420,4.67,1900,-1227.5,-12.05%,3,Top Rank,Hard stop (-12.1%),Hard stop (-12.1%),BULL,csi500
002568,百润股份,红黄酒,20170322,22.16,20170421,19.8,100,-238.6,-10.65%,30,Top Rank,Hard stop (-10.6%),Hard stop (-10.6%),BULL,csi500
002340,格林美,小金属,20170329,8.01,20170421,7.18,500,-419.7,-10.36%,23,Top Rank,Hard stop (-10.4%),Hard stop (-10.4%),BULL,csi500
601231,环旭电子,元器件,20170410,11.71,20170424,10.61,400,-445.5,-9.39%,14,Top Rank,Hard stop (-9.4%),Hard stop (-9.4%),BULL,csi500
300285,国瓷材料,陶瓷,20170412,41.94,20170424,38.19,100,-380.0,-8.94%,12,Top Rank,Hard stop (-8.9%),Hard stop (-8.9%),BULL,csi500
300487,蓝晓科技,化工原料,20170412,49.07,20170424,45.54,100,-358.9,-7.19%,12,Top Rank,BULL rank exit (76.0%),BULL rank exit (76.0%),BULL,csi500
000739,普洛药业,化学制药,20170330,8.15,20170425,7.47,300,-206.9,-8.34%,26,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BULL,csi500
600132,重庆啤酒,啤酒,20170209,20.25,20170426,23.0,900,2448.1,13.58%,76,Top Rank,BULL rank exit (48.2%),BULL rank exit (48.2%),BULL,csi500
002595,豪迈科技,专用机械,20170228,24.55,20170428,22.0,400,-1031.4,-10.39%,59,Top Rank,Hard stop (-10.4%),Hard stop (-10.4%),BULL,csi500
600885,宏发股份,电气设备,20170412,38.12,20170502,39.2,100,102.9,2.83%,20,Top Rank,BULL rank exit (44.6%),BULL rank exit (44.6%),BULL,csi500
600487,亨通光电,通信设备,20170412,25.0,20170502,23.74,100,-129.1,-5.04%,20,Top Rank,BULL rank exit (40.5%),BULL rank exit (40.5%),BULL,csi500
002265,建设工业,专用机械,20170419,20.35,20170502,20.94,400,225.1,2.90%,13,Top Rank,BULL rank exit (57.7%),BULL rank exit (57.7%),BULL,csi500
600312,平高电气,电气设备,20170419,15.34,20170502,14.98,300,-113.8,-2.35%,13,Top Rank,BULL rank exit (49.6%),BULL rank exit (49.6%),BULL,csi500
600378,昊华科技,化工原料,20170420,11.9,20170502,12.19,1600,438.6,2.44%,12,Top Rank,BULL rank exit (59.8%),BULL rank exit (59.8%),BULL,csi500
002607,中公教育,文教休闲,20170419,9.36,20170503,9.35,700,-15.5,-0.11%,14,Top Rank,BULL rank exit (47.7%),BULL rank exit (47.7%),BULL,csi500
600095,湘财股份,证券,20170417,9.14,20170504,9.86,800,565.7,7.88%,17,Top Rank,BULL rank exit (54.4%),BULL rank exit (54.4%),BULL,csi500
300474,景嘉微,元器件,20170424,34.56,20170504,34.74,100,13.5,0.52%,10,Top Rank,BULL rank exit (94.8%),BULL rank exit (94.8%),BULL,csi500
000728,国元证券,证券,20170309,19.85,20170505,18.1,300,-532.1,-8.82%,57,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BULL,csi500
600007,中国国贸,园区开发,20170224,19.64,20170508,19.4,100,-26.5,-1.22%,73,Top Rank,BEAR trailing stop (8.1%),BEAR trailing stop (8.1%),BEAR,csi500
600329,达仁堂,中成药,20170227,18.96,20170508,17.29,100,-169.2,-8.81%,70,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BEAR,csi500
600258,首旅酒店,酒店餐饮,20170320,27.53,20170508,25.61,700,-1367.3,-6.97%,49,Top Rank,BEAR trailing stop (12.6%),BEAR trailing stop (12.6%),BEAR,csi500
000893,亚钾国际,农药化肥,20170330,14.98,20170508,13.64,100,-135.8,-8.95%,39,Top Rank,Hard stop (-8.9%),Hard stop (-8.9%),BEAR,csi500
000921,海信家电,家用电器,20170411,13.28,20170508,13.17,200,-25.4,-0.83%,27,Top Rank,BEAR trailing stop (18.9%),BEAR trailing stop (18.9%),BEAR,csi500
300573,兴齐眼药,化学制药,20170417,39.51,20170508,38.5,100,-106.0,-2.56%,21,Top Rank,BEAR trailing stop (8.1%),BEAR trailing stop (8.1%),BEAR,csi500
300140,节能环境,环境保护,20170418,15.05,20170508,14.0,1000,-1068.2,-6.98%,20,Top Rank,BEAR trailing stop (8.0%),BEAR trailing stop (8.0%),BEAR,csi500
603979,金诚信,铜,20170418,18.2,20170508,17.26,400,-385.0,-5.16%,20,Top Rank,BEAR rank exit (38.8%),BEAR rank exit (38.8%),BEAR,csi500
002432,九安医疗,医疗保健,20170419,12.65,20170508,12.62,300,-13.9,-0.24%,19,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
002430,杭氧股份,化工机械,20170421,9.08,20170508,9.08,400,-4.7,0.00%,17,Top Rank,BEAR rank exit (28.4%),BEAR rank exit (28.4%),BEAR,csi500
002568,百润股份,红黄酒,20170421,19.8,20170508,19.94,100,11.4,0.71%,17,Top Rank,BEAR rank exit (50.0%),BEAR rank exit (50.0%),BEAR,csi500
603606,东方电缆,电气设备,20170424,12.3,20170508,11.94,200,-75.1,-2.93%,14,Top Rank,BEAR rank exit (45.6%),BEAR rank exit (45.6%),BEAR,csi500
600995,南网储能,水力发电,20170424,10.23,20170508,9.97,200,-54.6,-2.54%,14,Top Rank,BEAR rank exit (30.7%),BEAR rank exit (30.7%),BEAR,csi500
300595,欧普康视,医疗保健,20170426,99.82,20170508,104.0,100,404.5,4.19%,12,Top Rank,BEAR rank exit (39.1%),BEAR rank exit (39.1%),BEAR,csi500
600871,石化油服,石油开采,20170428,3.25,20170508,3.23,5700,-137.9,-0.62%,10,Top Rank,BEAR rank exit (41.7%),BEAR rank exit (41.7%),BEAR,csi500
002299,圣农发展,农业综合,20170502,15.06,20170508,13.03,500,-1023.5,-13.48%,6,Top Rank,Hard stop (-13.5%),Hard stop (-13.5%),BEAR,csi500
600985,淮北矿业,煤炭开采,20170502,15.6,20170508,14.23,300,-416.5,-8.78%,6,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BEAR,csi500
600566,济川药业,中成药,20170502,34.87,20170508,32.86,100,-205.4,-5.77%,6,Top Rank,BEAR rank exit (86.2%),BEAR rank exit (86.2%),BEAR,csi500
600754,锦江酒店,酒店餐饮,20170502,25.5,20170508,25.19,100,-34.3,-1.22%,6,Top Rank,BEAR rank exit (59.9%),BEAR rank exit (59.9%),BEAR,csi500
002472,双环传动,汽车配件,20170502,11.13,20170508,10.1,300,-315.3,-9.32%,6,Top Rank,Hard stop (-9.3%),Hard stop (-9.3%),BEAR,csi500
600129,太极集团,中成药,20170417,16.3,20170509,15.84,300,-144.2,-2.82%,22,Top Rank,BEAR rank exit (48.6%),BEAR rank exit (48.6%),BEAR,csi500
600562,国睿科技,通信设备,20170504,27.04,20170509,26.68,300,-118.4,-1.33%,5,Top Rank,BEAR rank exit (40.0%),BEAR rank exit (40.0%),BEAR,csi500
002507,涪陵榨菜,食品,20170222,16.36,20170510,16.4,100,1.9,0.24%,77,Top Rank,BEAR trailing stop (8.7%),BEAR trailing stop (8.7%),BEAR,csi500
000729,燕京啤酒,啤酒,20170425,7.16,20170510,6.6,1200,-682.3,-7.82%,15,Top Rank,BEAR rank exit (33.8%),BEAR rank exit (33.8%),BEAR,csi500
000598,兴蓉环境,水务,20170503,5.96,20170510,5.46,3000,-1521.3,-8.39%,7,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BEAR,csi500
600885,宏发股份,电气设备,20170504,38.45,20170510,37.07,100,-142.8,-3.59%,6,Top Rank,BEAR rank exit (25.2%),BEAR rank exit (25.2%),BEAR,csi500
002797,第一创业,证券,20170510,20.39,20170511,18.36,800,-1646.3,-9.98%,1,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BEAR,csi500
002461,珠江啤酒,啤酒,20170505,11.4,20170512,11.3,1000,-119.1,-0.92%,7,Top Rank,BEAR rank exit (33.3%),BEAR rank exit (33.3%),BEAR,csi500
002683,广东宏大,化工原料,20170509,9.72,20170515,9.34,1800,-709.0,-3.93%,6,Top Rank,BEAR rank exit (27.4%),BEAR rank exit (27.4%),BEAR,csi500
000738,航发控制,航空,20170510,19.29,20170515,18.81,900,-454.0,-2.49%,5,Top Rank,BEAR rank exit (54.5%),BEAR rank exit (54.5%),BEAR,csi500
000987,越秀资本,多元金融,20170510,11.07,20170515,11.13,1500,68.3,0.54%,5,Top Rank,BEAR rank exit (34.6%),BEAR rank exit (34.6%),BEAR,csi500
002414,高德红外,电器仪表,20170510,18.4,20170515,18.24,900,-165.3,-0.87%,5,Top Rank,BEAR rank exit (33.9%),BEAR rank exit (33.9%),BEAR,csi500
600131,国网信通,通信设备,20170511,7.68,20170517,8.0,2200,681.1,4.17%,6,Top Rank,BEAR rank exit (90.2%),BEAR rank exit (90.2%),BEAR,csi500
601139,深圳燃气,供气供热,20170515,8.18,20170522,8.29,2100,208.4,1.34%,7,Top Rank,BEAR rank exit (43.1%),BEAR rank exit (43.1%),BEAR,csi500
000657,中钨高新,小金属,20170515,11.77,20170522,12.49,1400,985.3,6.12%,7,Top Rank,BEAR rank exit (27.4%),BEAR rank exit (27.4%),BEAR,csi500
300567,精测电子,电器仪表,20170517,99.02,20170522,89.36,100,-978.5,-9.76%,5,Top Rank,Hard stop (-9.8%),Hard stop (-9.8%),BEAR,csi500
600536,中国软件,软件服务,20170515,21.2,20170523,19.42,800,-1444.2,-8.40%,8,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BEAR,csi500
300601,康泰生物,生物制药,20170515,26.76,20170523,24.94,600,-1111.5,-6.80%,8,Top Rank,BEAR trailing stop (9.5%),BEAR trailing stop (9.5%),BEAR,csi500
601611,中国核建,建筑工程,20170522,12.09,20170524,11.11,1400,-1392.2,-8.11%,2,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BEAR,csi500
600129,太极集团,中成药,20170512,13.71,20170601,12.81,1200,-1100.0,-6.56%,20,Top Rank,BEAR rank exit (52.6%),BEAR rank exit (52.6%),BEAR,csi500
300567,精测电子,电器仪表,20170522,89.36,20170601,81.94,100,-752.6,-8.30%,10,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BEAR,csi500
600095,湘财股份,证券,20170522,7.81,20170601,7.04,2200,-1716.2,-9.87%,10,Top Rank,Hard stop (-9.9%),Hard stop (-9.9%),BEAR,csi500
300346,南大光电,半导体,20170523,23.65,20170601,21.74,700,-1356.8,-8.08%,9,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BEAR,csi500
603338,浙江鼎力,工程机械,20170316,53.57,20170605,56.28,100,263.6,5.06%,81,Top Rank,BEAR rank exit (45.9%),BEAR rank exit (45.9%),BEAR,csi500
002653,海思科,化学制药,20170524,13.25,20170605,12.95,1200,-380.2,-2.26%,12,Top Rank,BEAR rank exit (25.5%),BEAR rank exit (25.5%),BEAR,csi500
300140,节能环境,环境保护,20170601,20.21,20170606,19.39,800,-676.2,-4.06%,5,Top Rank,BEAR rank exit (43.9%),BEAR rank exit (43.9%),BEAR,csi500
300601,康泰生物,生物制药,20170523,24.94,20170607,26.05,600,646.9,4.46%,15,Top Rank,BEAR rank exit (22.1%),BEAR rank exit (22.1%),BEAR,csi500
300487,蓝晓科技,化工原料,20170601,39.85,20170614,42.21,400,921.0,5.92%,13,Top Rank,BULL rank exit (71.5%),BULL rank exit (71.5%),BULL,csi500
600361,创新新材,铝,20170609,6.63,20170619,6.26,300,-113.4,-5.58%,10,Top Rank,BULL rank exit (79.7%),BULL rank exit (79.7%),BULL,csi500
601016,节能风电,新型电力,20170609,7.82,20170619,7.78,200,-10.1,-0.51%,10,Top Rank,BULL rank exit (56.2%),BULL rank exit (56.2%),BULL,csi500
300573,兴齐眼药,化学制药,20170601,32.69,20170620,34.7,500,982.4,6.15%,19,Top Rank,BULL rank exit (49.5%),BULL rank exit (49.5%),BULL,csi500
000728,国元证券,证券,20170609,18.91,20170622,19.36,100,43.3,2.42%,13,Top Rank,BULL rank exit (64.4%),BULL rank exit (64.4%),BULL,csi500
000893,亚钾国际,农药化肥,20170609,9.55,20170623,8.74,200,-164.3,-8.48%,14,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
002335,科华数据,电气设备,20170614,34.01,20170626,35.08,100,102.3,3.14%,12,Top Rank,BULL rank exit (66.8%),BULL rank exit (66.8%),BULL,csi500
300496,中科创达,软件服务,20170614,29.73,20170626,28.47,100,-130.0,-4.25%,12,Top Rank,BULL rank exit (46.8%),BULL rank exit (46.8%),BULL,csi500
600871,石化油服,石油开采,20170615,3.47,20170626,3.35,900,-111.9,-3.46%,11,Top Rank,BULL rank exit (94.6%),BULL rank exit (94.6%),BULL,csi500
300140,节能环境,环境保护,20170616,18.85,20170626,18.22,200,-130.7,-3.34%,10,Top Rank,BULL rank exit (99.0%),BULL rank exit (99.0%),BULL,csi500
601858,中国科传,出版业,20170612,12.19,20170627,12.34,200,27.7,1.27%,15,Top Rank,BULL rank exit (68.1%),BULL rank exit (68.1%),BULL,csi500
603298,杭叉集团,工程机械,20170612,20.79,20170627,21.13,100,31.7,1.66%,15,Top Rank,BULL rank exit (41.1%),BULL rank exit (41.1%),BULL,csi500
002244,滨江集团,区域地产,20170615,7.14,20170627,7.04,400,-43.6,-1.40%,12,Top Rank,BULL rank exit (46.9%),BULL rank exit (46.9%),BULL,csi500
600007,中国国贸,园区开发,20170615,21.1,20170629,20.88,100,-24.8,-1.05%,14,Top Rank,BULL rank exit (50.0%),BULL rank exit (50.0%),BULL,csi500
002841,视源股份,元器件,20170622,73.25,20170703,74.45,100,111.0,1.65%,11,Top Rank,BULL rank exit (50.3%),BULL rank exit (50.3%),BULL,csi500
601212,白银有色,铜,20170605,7.38,20170705,8.39,2200,2198.0,13.69%,30,Top Rank,BULL rank exit (59.5%),BULL rank exit (59.5%),BULL,csi500
600361,创新新材,铝,20170626,5.93,20170706,5.92,400,-7.1,-0.17%,10,Top Rank,BULL rank exit (53.1%),BULL rank exit (53.1%),BULL,csi500
600095,湘财股份,证券,20170627,8.6,20170707,8.84,200,45.8,2.79%,10,Top Rank,BULL rank exit (41.7%),BULL rank exit (41.7%),BULL,csi500
000951,中国重汽,汽车整车,20170627,15.46,20170707,16.55,100,106.9,7.06%,10,Top Rank,BULL rank exit (46.1%),BULL rank exit (46.1%),BULL,csi500
603688,石英股份,矿物制品,20170619,17.57,20170710,17.1,200,-97.9,-2.66%,21,Top Rank,BULL rank exit (55.2%),BULL rank exit (55.2%),BULL,csi500
000723,美锦能源,焦炭加工,20170619,14.31,20170710,14.51,100,18.1,1.39%,21,Top Rank,BULL rank exit (45.3%),BULL rank exit (45.3%),BULL,csi500
002670,国盛证券,证券,20170615,26.95,20170711,23.49,100,-349.0,-12.83%,26,Top Rank,Hard stop (-12.8%),Hard stop (-12.8%),BULL,csi500
600329,达仁堂,中成药,20170616,17.41,20170713,18.03,200,120.0,3.58%,27,Top Rank,BULL rank exit (46.1%),BULL rank exit (46.1%),BULL,csi500
300017,网宿科技,软件服务,20170607,35.0,20170714,31.44,400,-1439.1,-10.16%,37,Top Rank,Hard stop (-10.2%),Hard stop (-10.2%),BULL,csi500
603885,吉祥航空,空运,20170616,22.51,20170714,21.16,100,-137.2,-5.97%,28,Top Rank,BULL rank exit (45.8%),BULL rank exit (45.8%),BULL,csi500
