代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,卖出信号,卖出原因,市场状态,股票池
002423,中粮资本,多元金融,20170623,12.06,20170714,11.23,600,-506.8,-6.88%,21,Top Rank,BULL trailing stop (16.1%),BULL trailing stop (16.1%),BULL,csi500
002797,第一创业,证券,20170601,15.08,20170717,13.31,1000,-1786.1,-11.73%,46,Top Rank,Hard stop (-11.7%),Hard stop (-11.7%),BULL,csi500
300474,景嘉微,元器件,20170605,30.43,20170717,31.93,500,729.2,4.93%,42,Top Rank,BULL trailing stop (16.4%),BULL trailing stop (16.4%),BULL,csi500
002851,麦格米特,电气设备,20170616,38.63,20170717,34.74,100,-393.5,-10.07%,31,Top Rank,Hard stop (-10.1%),Hard stop (-10.1%),BULL,csi500
603338,浙江鼎力,工程机械,20170620,65.01,20170717,59.36,200,-1145.0,-8.69%,27,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BULL,csi500
600131,国网信通,通信设备,20170626,7.95,20170717,8.3,400,136.5,4.43%,21,Top Rank,BULL rank exit (69.0%),BULL rank exit (69.0%),BULL,csi500
000893,亚钾国际,农药化肥,20170626,8.78,20170717,7.89,200,-180.1,-10.14%,21,Top Rank,Hard stop (-10.1%),Hard stop (-10.1%),BULL,csi500
000728,国元证券,证券,20170627,19.49,20170717,19.09,100,-42.2,-2.04%,20,Top Rank,BULL rank exit (44.3%),BULL rank exit (44.3%),BULL,csi500
600602,云赛智联,软件服务,20170711,7.33,20170717,6.69,300,-196.0,-8.79%,6,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BULL,csi500
300604,长川科技,半导体,20170714,36.15,20170717,32.54,100,-365.2,-9.99%,3,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BULL,csi500
300573,兴齐眼药,化学制药,20170714,32.7,20170717,29.43,100,-330.8,-10.00%,3,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BULL,csi500
603883,老百姓,医药商业,20170703,48.87,20170718,44.72,200,-842.6,-8.50%,15,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
000703,恒逸石化,化纤,20170710,16.02,20170720,17.0,100,96.5,6.16%,10,Top Rank,BULL rank exit (41.7%),BULL rank exit (41.7%),BULL,csi500
300009,安科生物,生物制药,20170713,21.25,20170726,19.68,100,-159.7,-7.39%,13,Top Rank,BULL rank exit (51.5%),BULL rank exit (51.5%),BULL,csi500
002340,格林美,小金属,20170619,7.76,20170727,8.9,400,453.4,14.77%,38,Top Rank,BULL rank exit (50.0%),BULL rank exit (50.0%),BULL,csi500
300573,兴齐眼药,化学制药,20170717,29.43,20170727,29.91,100,44.3,1.64%,10,Top Rank,BULL rank exit (52.7%),BULL rank exit (52.7%),BULL,csi500
603826,坤彩科技,染料涂料,20170717,17.22,20170727,17.53,200,57.4,1.80%,10,Top Rank,BULL rank exit (41.8%),BULL rank exit (41.8%),BULL,csi500
300604,长川科技,半导体,20170717,32.54,20170728,32.22,100,-36.2,-0.98%,11,Top Rank,BULL rank exit (42.8%),BULL rank exit (42.8%),BULL,csi500
603345,安井食品,食品,20170718,23.06,20170728,22.99,700,-70.4,-0.31%,10,Top Rank,BULL rank exit (57.2%),BULL rank exit (57.2%),BULL,csi500
000887,中鼎股份,汽车配件,20170720,19.19,20170731,19.19,800,-20.0,0.00%,11,Top Rank,BULL rank exit (41.9%),BULL rank exit (41.9%),BULL,csi500
002461,珠江啤酒,啤酒,20170717,10.85,20170801,11.29,400,167.0,3.98%,15,Top Rank,BULL rank exit (42.6%),BULL rank exit (42.6%),BULL,csi500
002156,通富微电,半导体,20170717,9.21,20170802,9.35,400,51.1,1.52%,16,Top Rank,BULL rank exit (41.4%),BULL rank exit (41.4%),BULL,csi500
600529,山东药玻,医疗保健,20170606,21.6,20170804,22.5,700,611.9,4.18%,59,Top Rank,BULL rank exit (56.1%),BULL rank exit (56.1%),BULL,csi500
600295,鄂尔多斯,特种钢,20170727,15.07,20170804,13.76,200,-264.8,-8.67%,8,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BULL,csi500
002032,苏泊尔,家用电器,20170306,38.88,20170808,47.23,100,828.4,21.46%,155,Top Rank,BULL trailing stop (15.2%),BULL trailing stop (15.2%),BULL,csi500
600299,安迪苏,饲料,20170717,11.15,20170810,11.46,600,174.5,2.74%,24,Top Rank,BULL rank exit (46.4%),BULL rank exit (46.4%),BULL,csi500
601799,星宇股份,汽车配件,20170629,45.25,20170811,44.05,100,-125.7,-2.65%,43,Top Rank,BULL rank exit (46.8%),BULL rank exit (46.8%),BULL,csi500
002335,科华数据,电气设备,20170802,35.3,20170814,35.03,200,-63.5,-0.77%,12,Top Rank,BULL rank exit (84.8%),BULL rank exit (84.8%),BULL,csi500
601965,中国汽研,汽车服务,20170717,9.1,20170815,9.18,400,29.0,0.93%,29,Top Rank,BULL rank exit (42.2%),BULL rank exit (42.2%),BULL,csi500
002773,康弘药业,化学制药,20170717,47.31,20170816,51.83,100,445.8,9.57%,30,Top Rank,BULL rank exit (62.6%),BULL rank exit (62.6%),BULL,csi500
000728,国元证券,证券,20170727,20.42,20170817,20.42,100,-2.7,0.00%,21,Top Rank,BULL rank exit (54.4%),BULL rank exit (54.4%),BULL,csi500
002262,恩华药业,化学制药,20170612,22.69,20170818,22.76,100,3.5,0.28%,67,Top Rank,BULL rank exit (40.9%),BULL rank exit (40.9%),BULL,csi500
600516,方大炭素,矿物制品,20170614,10.71,20170818,29.04,300,5486.4,171.09%,65,Top Rank,BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
600998,九州通,医药商业,20170627,20.99,20170818,20.12,100,-89.6,-4.14%,52,Top Rank,BULL rank exit (40.4%),BULL rank exit (40.4%),BULL,csi500
000426,兴业银锡,铅锌,20170811,9.4,20170821,10.02,600,364.9,6.61%,10,Top Rank,BULL rank exit (42.6%),BULL rank exit (42.6%),BULL,csi500
600132,重庆啤酒,啤酒,20170706,25.02,20170822,24.2,200,-169.7,-3.27%,47,Top Rank,BULL rank exit (42.9%),BULL rank exit (42.9%),BULL,csi500
600392,盛和资源,小金属,20170816,24.09,20170824,22.14,200,-396.2,-8.10%,8,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
002080,中材科技,玻璃,20170714,20.88,20170828,23.94,100,302.2,14.62%,45,Top Rank,BULL rank exit (45.6%),BULL rank exit (45.6%),BULL,csi500
002128,电投能源,煤炭开采,20170818,13.19,20170828,15.3,300,627.0,16.00%,10,Top Rank,BULL rank exit (95.5%),BULL rank exit (95.5%),BULL,csi500
600486,扬农化工,农药化肥,20170705,40.83,20170831,40.93,400,19.1,0.25%,57,Top Rank,BULL rank exit (40.0%),BULL rank exit (40.0%),BULL,csi500
600612,老凤祥,服饰,20170620,46.43,20170904,45.11,100,-137.4,-2.83%,76,Top Rank,BULL rank exit (43.4%),BULL rank exit (43.4%),BULL,csi500
000733,振华科技,元器件,20170828,16.54,20170907,16.75,200,37.8,1.27%,10,Top Rank,BULL rank exit (64.2%),BULL rank exit (64.2%),BULL,csi500
600131,国网信通,通信设备,20170818,8.43,20170912,7.98,300,-138.9,-5.37%,25,Top Rank,BULL rank exit (40.4%),BULL rank exit (40.4%),BULL,csi500
002312,川发龙蟒,化工原料,20170831,5.87,20170913,6.28,3100,1245.7,6.98%,13,Top Rank,BULL rank exit (42.6%),BULL rank exit (42.6%),BULL,csi500
600295,鄂尔多斯,特种钢,20170804,13.76,20170915,16.09,300,690.0,16.86%,42,Top Rank,BULL trailing stop (21.3%),BULL trailing stop (21.3%),BULL,csi500
603456,九洲药业,医疗保健,20170727,17.41,20170918,17.23,100,-20.4,-1.04%,53,Top Rank,BULL rank exit (41.3%),BULL rank exit (41.3%),BULL,csi500
600129,太极集团,中成药,20170815,15.62,20170919,15.77,200,26.5,0.98%,35,Top Rank,BULL rank exit (53.1%),BULL rank exit (53.1%),BULL,csi500
600329,达仁堂,中成药,20170818,18.25,20170919,17.6,100,-67.2,-3.56%,32,Top Rank,BULL rank exit (64.6%),BULL rank exit (64.6%),BULL,csi500
600580,卧龙电驱,电气设备,20170828,7.55,20170921,8.25,300,204.7,9.18%,24,Top Rank,BULL rank exit (62.7%),BULL rank exit (62.7%),BULL,csi500
000932,华菱钢铁,普钢,20170713,4.71,20170922,8.08,600,2015.7,71.55%,71,Top Rank,BULL trailing stop (18.5%),BULL trailing stop (18.5%),BULL,csi500
002240,盛新锂能,小金属,20170717,12.13,20170925,16.12,300,1190.7,32.89%,70,Top Rank,BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
300395,菲利华,玻璃,20170817,23.7,20170927,25.25,100,151.4,6.53%,41,Top Rank,BULL rank exit (44.7%),BULL rank exit (44.7%),BULL,csi500
000893,亚钾国际,农药化肥,20170919,9.87,20170928,9.01,100,-87.2,-8.71%,9,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BULL,csi500
300529,健帆生物,医疗保健,20170921,35.23,20171009,32.01,100,-326.4,-9.15%,18,Top Rank,Hard stop (-9.1%),Hard stop (-9.1%),BULL,csi500
600499,科达制造,专用机械,20170922,12.52,20171009,12.09,400,-180.1,-3.47%,17,Top Rank,BULL rank exit (59.9%),BULL rank exit (59.9%),BULL,csi500
002085,万丰奥威,汽车配件,20170919,23.39,20171013,21.49,100,-193.3,-8.14%,24,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
000703,恒逸石化,化纤,20170822,15.49,20171016,15.92,400,161.0,2.73%,55,Top Rank,BULL rank exit (76.9%),BULL rank exit (76.9%),BULL,csi500
300017,网宿科技,软件服务,20170726,29.57,20171017,32.89,400,1309.2,11.21%,83,Top Rank,BULL trailing stop (15.8%),BULL trailing stop (15.8%),BULL,csi500
002414,高德红外,电器仪表,20170927,20.14,20171019,18.32,100,-184.5,-9.04%,22,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BULL,csi500
002120,韵达股份,仓储物流,20170904,54.93,20171023,62.92,100,791.8,14.56%,49,Top Rank,BULL rank exit (50.0%),BULL rank exit (50.0%),BULL,csi500
000050,深天马Ａ,元器件,20170810,22.06,20171025,25.08,300,895.7,13.68%,76,Top Rank,BULL rank exit (42.1%),BULL rank exit (42.1%),BULL,csi500
601567,三星医疗,电气设备,20170814,11.58,20171025,11.12,600,-286.4,-4.00%,72,Top Rank,BULL rank exit (48.5%),BULL rank exit (48.5%),BULL,csi500
002568,百润股份,红黄酒,20171009,18.91,20171026,17.99,100,-94.3,-4.87%,17,Top Rank,BULL rank exit (52.2%),BULL rank exit (52.2%),BULL,csi500
300346,南大光电,半导体,20170907,27.65,20171030,25.57,100,-211.9,-7.54%,53,Top Rank,BULL trailing stop (15.8%),BULL trailing stop (15.8%),BULL,csi500
601965,中国汽研,汽车服务,20170918,10.36,20171030,9.73,300,-192.8,-6.08%,42,Top Rank,BULL rank exit (44.7%),BULL rank exit (44.7%),BULL,csi500
600602,云赛智联,软件服务,20170925,8.36,20171030,7.41,600,-573.8,-11.33%,35,Top Rank,Hard stop (-11.3%),Hard stop (-11.3%),BULL,csi500
000785,居然智家,百货,20171019,11.73,20171030,10.78,200,-192.8,-8.10%,11,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
600859,王府井,百货,20170928,17.49,20171031,20.38,100,286.6,16.54%,33,Top Rank,BULL rank exit (63.6%),BULL rank exit (63.6%),BULL,csi500
600764,中国海防,船舶,20170808,33.1,20171102,33.59,300,133.9,1.48%,86,Top Rank,BULL trailing stop (15.9%),BULL trailing stop (15.9%),BULL,csi500
002797,第一创业,证券,20170717,13.31,20171103,17.69,200,870.2,32.85%,109,Top Rank,BULL trailing stop (17.0%),BULL trailing stop (17.0%),BULL,csi500
300558,贝达药业,化学制药,20171016,59.93,20171103,70.22,100,1019.9,17.17%,18,Top Rank,BULL rank exit (41.3%),BULL rank exit (41.3%),BULL,csi500
603228,景旺电子,元器件,20171025,57.78,20171103,53.15,100,-469.9,-8.01%,9,Top Rank,Hard stop (-8.0%),Hard stop (-8.0%),BULL,csi500
300017,网宿科技,软件服务,20171103,28.37,20171106,26.04,100,-235.5,-8.18%,3,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
002568,百润股份,红黄酒,20171030,16.66,20171109,16.16,100,-52.1,-3.00%,10,Top Rank,BULL rank exit (61.9%),BULL rank exit (61.9%),BULL,csi500
600521,华海药业,化学制药,20171031,25.07,20171110,24.61,100,-48.6,-1.81%,10,Top Rank,BULL rank exit (63.9%),BULL rank exit (63.9%),BULL,csi500
600602,云赛智联,软件服务,20171031,7.55,20171110,7.17,200,-78.4,-5.07%,10,Top Rank,BULL rank exit (43.2%),BULL rank exit (43.2%),BULL,csi500
300395,菲利华,玻璃,20171031,25.33,20171114,30.25,100,488.9,19.46%,14,Top Rank,BULL rank exit (42.5%),BULL rank exit (42.5%),BULL,csi500
002472,双环传动,汽车配件,20171025,10.91,20171115,10.48,400,-178.8,-3.97%,21,Top Rank,BULL rank exit (51.6%),BULL rank exit (51.6%),BULL,csi500
002340,格林美,小金属,20171113,10.51,20171115,9.59,200,-187.3,-8.79%,2,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BULL,csi500
600754,锦江酒店,酒店餐饮,20170728,29.26,20171117,33.57,200,854.8,14.76%,112,Top Rank,BULL rank exit (43.3%),BULL rank exit (43.3%),BULL,csi500
300573,兴齐眼药,化学制药,20170912,31.65,20171117,29.48,100,-221.5,-6.88%,66,Top Rank,BULL trailing stop (16.5%),BULL trailing stop (16.5%),BULL,csi500
300604,长川科技,半导体,20170915,40.17,20171117,60.6,200,4070.2,50.86%,63,Top Rank,BULL trailing stop (17.1%),BULL trailing stop (17.1%),BULL,csi500
000785,居然智家,百货,20171030,10.78,20171117,9.92,200,-174.6,-7.98%,18,Top Rank,BULL rank exit (46.3%),BULL rank exit (46.3%),BULL,csi500
300390,天华新能,电气设备,20171115,9.35,20171117,7.97,300,-417.1,-14.76%,2,Top Rank,Hard stop (-14.8%),Hard stop (-14.8%),BULL,csi500
002409,雅克科技,半导体,20170417,21.78,20171120,33.91,200,2417.7,55.70%,217,Top Rank,BULL trailing stop (17.7%),BULL trailing stop (17.7%),BULL,csi500
300601,康泰生物,生物制药,20170728,30.93,20171123,44.48,300,4046.8,43.80%,118,Top Rank,BULL trailing stop (16.2%),BULL trailing stop (16.2%),BULL,csi500
601799,星宇股份,汽车配件,20171103,54.83,20171123,50.36,100,-453.9,-8.16%,20,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
603868,飞科电器,家用电器,20171106,78.0,20171123,71.44,100,-664.9,-8.41%,17,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BULL,csi500
603688,石英股份,矿物制品,20170824,18.4,20171124,26.3,200,1573.4,42.95%,92,Top Rank,BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
000050,深天马Ａ,元器件,20171103,23.2,20171124,21.71,100,-152.2,-6.44%,21,Top Rank,BULL trailing stop (15.9%),BULL trailing stop (15.9%),BULL,csi500
603806,福斯特,塑料,20171013,36.06,20171127,33.55,100,-255.6,-6.97%,45,Top Rank,BULL trailing stop (18.6%),BULL trailing stop (18.6%),BULL,csi500
002461,珠江啤酒,啤酒,20171116,13.06,20171127,11.81,100,-127.2,-9.62%,11,Top Rank,Hard stop (-9.6%),Hard stop (-9.6%),BULL,csi500
000519,中兵红箭,专用机械,20171117,8.37,20171127,8.2,600,-108.4,-2.03%,10,Top Rank,BULL rank exit (41.3%),BULL rank exit (41.3%),BULL,csi500
600392,盛和资源,小金属,20171117,15.69,20171127,16.46,200,149.9,4.91%,10,Top Rank,BULL rank exit (81.1%),BULL rank exit (81.1%),BULL,csi500
600155,华创云信,证券,20171117,11.05,20171127,11.01,200,-10.9,-0.36%,10,Top Rank,BULL rank exit (64.4%),BULL rank exit (64.4%),BULL,csi500
600258,首旅酒店,酒店餐饮,20170804,30.76,20171129,32.37,300,469.8,5.23%,117,Top Rank,BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
300529,健帆生物,医疗保健,20171009,32.01,20171129,31.32,100,-73.6,-2.17%,51,Top Rank,BULL trailing stop (15.9%),BULL trailing stop (15.9%),BULL,csi500
002841,视源股份,元器件,20171120,79.33,20171129,72.97,200,-1292.6,-8.03%,9,Top Rank,Hard stop (-8.0%),Hard stop (-8.0%),BULL,csi500
300595,欧普康视,医疗保健,20170801,78.56,20171204,91.37,100,1268.6,16.30%,125,Top Rank,BULL trailing stop (17.7%),BULL trailing stop (17.7%),BULL,csi500
000403,派林生物,生物制药,20171109,33.03,20171204,34.28,100,120.5,3.78%,25,Top Rank,BULL rank exit (44.7%),BULL rank exit (44.7%),BULL,csi500
603129,春风动力,摩托车,20171123,28.52,20171204,26.65,200,-380.9,-6.56%,11,Top Rank,BULL rank exit (98.8%),BULL rank exit (98.8%),BULL,csi500
000582,北部湾港,港口,20171123,13.57,20171204,13.3,300,-87.7,-2.03%,11,Top Rank,BULL rank exit (41.3%),BULL rank exit (41.3%),BULL,csi500
002773,康弘药业,化学制药,20171023,58.82,20171205,59.67,100,76.5,1.43%,43,Top Rank,BULL trailing stop (15.2%),BULL trailing stop (15.2%),BULL,csi500
300567,精测电子,电器仪表,20171102,128.51,20171207,118.2,100,-1046.5,-8.02%,35,Top Rank,Hard stop (-8.0%),Hard stop (-8.0%),BULL,csi500
002531,天顺风能,电气设备,20171127,7.2,20171207,7.36,400,57.2,2.12%,10,Top Rank,BULL rank exit (53.5%),BULL rank exit (53.5%),BULL,csi500
603688,石英股份,矿物制品,20171127,24.71,20171207,27.49,100,273.9,11.23%,10,Top Rank,BULL rank exit (72.6%),BULL rank exit (72.6%),BULL,csi500
000933,神火股份,铝,20171117,8.24,20171211,8.64,400,156.0,4.87%,24,Top Rank,BULL rank exit (43.5%),BULL rank exit (43.5%),BULL,csi500
603806,福斯特,塑料,20171129,35.34,20171213,33.91,100,-148.0,-4.06%,14,Top Rank,BULL rank exit (58.4%),BULL rank exit (58.4%),BULL,csi500
002409,雅克科技,半导体,20171204,27.71,20171214,30.7,200,590.6,10.80%,10,Top Rank,BULL rank exit (66.2%),BULL rank exit (66.2%),BULL,csi500
600416,湘电股份,电气设备,20171204,12.35,20171214,12.82,400,182.1,3.82%,10,Top Rank,BULL rank exit (58.2%),BULL rank exit (58.2%),BULL,csi500
002653,海思科,化学制药,20171127,12.38,20171215,11.97,300,-125.8,-3.26%,18,Top Rank,BULL rank exit (53.4%),BULL rank exit (53.4%),BULL,csi500
002841,视源股份,元器件,20171129,72.97,20171215,72.71,100,-34.6,-0.34%,16,Top Rank,BULL rank exit (44.1%),BULL rank exit (44.1%),BULL,csi500
002465,海格通信,通信设备,20171205,8.92,20171215,8.98,1900,92.9,0.68%,10,Top Rank,BULL rank exit (67.6%),BULL rank exit (67.6%),BULL,csi500
002385,大北农,饲料,20171127,6.56,20171218,6.31,300,-75.2,-3.70%,21,Top Rank,BULL rank exit (61.0%),BULL rank exit (61.0%),BULL,csi500
603737,三棵树,染料涂料,20171128,70.45,20171218,67.02,100,-351.1,-4.86%,20,Top Rank,BULL rank exit (72.1%),BULL rank exit (72.1%),BULL,csi500
002430,杭氧股份,化工机械,20171204,14.29,20171218,12.97,200,-267.4,-9.24%,14,Top Rank,Hard stop (-9.2%),Hard stop (-9.2%),BULL,csi500
300390,天华新能,电气设备,20171124,7.2,20171225,6.6,600,-365.1,-8.33%,31,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BULL,csi500
300458,全志科技,半导体,20171215,62.71,20171225,58.55,100,-424.5,-6.65%,10,Top Rank,BULL rank exit (50.7%),BULL rank exit (50.7%),BULL,csi500
300699,光威复材,化纤,20171204,66.1,20171227,67.8,100,161.2,2.57%,23,Top Rank,BULL rank exit (43.0%),BULL rank exit (43.0%),BULL,csi500
601212,白银有色,铜,20171213,6.51,20171227,6.94,600,252.8,6.62%,14,Top Rank,BULL rank exit (94.9%),BULL rank exit (94.9%),BULL,csi500
300223,北京君正,半导体,20171218,35.15,20171227,32.18,100,-301.2,-8.45%,9,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BULL,csi500
600299,安迪苏,饲料,20171207,10.57,20171229,10.31,400,-111.4,-2.51%,22,Top Rank,BULL rank exit (59.5%),BULL rank exit (59.5%),BULL,csi500
603939,益丰药房,医药商业,20170619,32.24,20171229,45.93,100,1363.5,42.48%,193,Rank 0.77%,Close all,Close all,END,csi500
600487,亨通光电,通信设备,20170731,27.34,20171229,40.61,600,7930.9,48.55%,151,Rank 1.75%,Close all,Close all,END,csi500
603899,晨光股份,文教休闲,20170821,18.69,20171229,25.02,500,3149.4,33.88%,130,Rank 1.75%,Close all,Close all,END,csi500
603658,安图生物,医疗保健,20170913,47.74,20171229,54.44,300,1989.0,14.03%,107,Rank 1.49%,Close all,Close all,END,csi500
002557,洽洽食品,食品,20171017,15.69,20171229,16.27,900,500.3,3.68%,73,Rank 0.74%,Close all,Close all,END,csi500
603883,老百姓,医药商业,20171026,53.86,20171229,63.37,100,942.4,17.65%,64,Rank 0.25%,Close all,Close all,END,csi500
603699,纽威股份,机械基件,20171110,18.98,20171229,19.41,100,40.9,2.29%,49,Rank 2.46%,Close all,Close all,END,csi500
300017,网宿科技,软件服务,20171116,28.34,20171229,32.07,100,369.6,13.19%,43,Rank 2.47%,Close all,Close all,END,csi500
600129,太极集团,中成药,20171117,15.87,20171229,16.69,200,159.0,5.14%,42,Rank 0.99%,Close all,Close all,END,csi500
300601,康泰生物,生物制药,20171123,44.48,20171229,47.34,200,560.8,6.44%,36,Rank 0.25%,Close all,Close all,END,csi500
603868,飞科电器,家用电器,20171124,71.64,20171229,77.24,100,549.7,7.81%,35,Rank 0.74%,Close all,Close all,END,csi500
603338,浙江鼎力,工程机械,20171129,71.68,20171229,78.89,100,711.0,10.06%,30,Rank 1.96%,Close all,Close all,END,csi500
002773,康弘药业,化学制药,20171207,57.45,20171229,61.89,100,435.4,7.72%,22,Rank 1.22%,Close all,Close all,END,csi500
002797,第一创业,证券,20171207,14.79,20171229,15.76,200,188.9,6.52%,22,Rank 2.44%,Close all,Close all,END,csi500
002340,格林美,小金属,20171211,8.98,20171229,9.36,1100,401.7,4.20%,18,Rank 3.18%,Close all,Close all,END,csi500
600486,扬农化工,农药化肥,20171214,48.67,20171229,50.21,100,147.1,3.16%,15,Rank 0.73%,Close all,Close all,END,csi500
600295,鄂尔多斯,特种钢,20171215,14.49,20171229,14.54,500,15.7,0.35%,14,Rank 4.39%,Close all,Close all,END,csi500
002690,美亚光电,专用机械,20171215,19.81,20171229,19.56,200,-53.8,-1.23%,14,Rank 4.63%,Close all,Close all,END,csi500
603688,石英股份,矿物制品,20171218,22.8,20171229,23.61,300,235.1,3.57%,11,Rank 0.74%,Close all,Close all,END,csi500
000537,绿发电力,新型电力,20171218,12.33,20171229,12.86,300,155.1,4.33%,11,Rank 3.92%,Close all,Close all,END,csi500
600763,通策医疗,医疗保健,20171225,31.28,20171229,32.51,300,355.5,3.92%,4,Rank 2.20%,Close all,Close all,END,csi500
002265,建设工业,专用机械,20171225,14.82,20171229,15.06,300,66.1,1.62%,4,Rank 2.44%,Close all,Close all,END,csi500
300390,天华新能,电气设备,20171227,6.66,20171229,6.81,1000,141.1,2.25%,2,Rank 1.70%,Close all,Close all,END,csi500
000893,亚钾国际,农药化肥,20171227,9.76,20171229,9.5,400,-108.9,-2.66%,2,Rank 4.13%,Close all,Close all,END,csi500
300009,安科生物,生物制药,20171227,32.39,20171229,33.96,100,152.7,4.85%,2,Rank 4.61%,Close all,Close all,END,csi500
300604,长川科技,半导体,20171229,62.0,20171229,62.0,100,-8.1,0.00%,0,Rank 3.17%,Close all,Close all,END,csi500
