代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,卖出信号,卖出原因,市场状态,股票池
002850,科达利,电气设备,20180625,38.57,20180704,39.41,400,317.5,2.19%,9,Top Rank,BEAR trailing stop (8.6%),BEAR trailing stop (8.6%),BEAR,csi500
002085,万丰奥威,汽车配件,20180704,8.68,20180709,8.84,2100,299.6,1.78%,5,Top Rank,BEAR rank exit (51.1%),BEAR rank exit (51.1%),BEAR,csi500
002268,电科网安,IT设备,20180625,18.95,20180711,19.3,900,292.4,1.85%,16,Top Rank,BEAR trailing stop (12.4%),BEAR trailing stop (12.4%),BEAR,csi500
300002,神州泰岳,互联网,20180702,4.08,20180711,3.81,4500,-1240.0,-6.63%,9,Top Rank,BEAR trailing stop (9.1%),BEAR trailing stop (9.1%),BEAR,csi500
603939,益丰药房,医药商业,20180329,57.18,20180716,66.01,300,2624.2,15.45%,109,Top Rank,BEAR rank exit (28.0%),BEAR rank exit (28.0%),BEAR,csi500
300100,双林股份,汽车配件,20180621,9.52,20180716,10.85,1600,2105.3,13.97%,25,Top Rank,BEAR trailing stop (13.3%),BEAR trailing stop (13.3%),BEAR,csi500
002268,电科网安,IT设备,20180711,19.3,20180716,21.07,800,1394.1,9.17%,5,Top Rank,BEAR rank exit (31.1%),BEAR rank exit (31.1%),BEAR,csi500
603688,石英股份,矿物制品,20180711,12.28,20180717,14.17,1300,2434.4,15.40%,6,Top Rank,BEAR rank exit (35.1%),BEAR rank exit (35.1%),BEAR,csi500
002120,韵达股份,仓储物流,20180703,49.0,20180720,49.9,300,250.5,1.84%,17,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
300432,富临精工,汽车配件,20180619,8.25,20180723,8.6,1600,535.1,4.19%,34,Top Rank,BEAR rank exit (29.2%),BEAR rank exit (29.2%),BEAR,csi500
600499,科达制造,专用机械,20180716,6.0,20180723,6.17,3100,505.5,2.85%,7,Top Rank,BEAR rank exit (46.4%),BEAR rank exit (46.4%),BEAR,csi500
300100,双林股份,汽车配件,20180716,10.85,20180723,11.05,1700,319.7,1.87%,7,Top Rank,BEAR rank exit (46.6%),BEAR rank exit (46.6%),BEAR,csi500
300390,天华新能,电气设备,20180716,12.77,20180723,13.35,1400,790.1,4.56%,7,Top Rank,BEAR rank exit (99.5%),BEAR rank exit (99.5%),BEAR,csi500
600862,中航高科,航空,20180717,6.39,20180723,6.72,2900,931.7,5.16%,6,Top Rank,BEAR rank exit (22.1%),BEAR rank exit (22.1%),BEAR,csi500
300677,英科医疗,医疗保健,20180720,52.29,20180723,47.76,300,-1378.0,-8.67%,3,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BEAR,csi500
000591,太阳能,新型电力,20180702,3.49,20180724,3.79,5200,1506.3,8.43%,22,Top Rank,BEAR rank exit (20.4%),BEAR rank exit (20.4%),BEAR,csi500
002312,川发龙蟒,化工原料,20180709,3.59,20180726,3.85,4700,1198.5,7.24%,17,Top Rank,BEAR rank exit (60.5%),BEAR rank exit (60.5%),BEAR,csi500
600985,淮北矿业,煤炭开采,20180723,10.42,20180730,11.45,1800,1831.7,9.91%,7,Top Rank,BEAR rank exit (73.4%),BEAR rank exit (73.4%),BEAR,csi500
002563,森马服饰,服饰,20180723,13.45,20180731,12.35,1100,-1229.1,-8.19%,8,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BEAR,csi500
603345,安井食品,食品,20180723,40.23,20180801,37.77,400,-1000.3,-6.09%,9,Top Rank,BEAR trailing stop (9.8%),BEAR trailing stop (9.8%),BEAR,csi500
600521,华海药业,化学制药,20180723,23.58,20180802,23.79,700,130.4,0.92%,10,Top Rank,BEAR trailing stop (8.5%),BEAR trailing stop (8.5%),BEAR,csi500
600131,国网信通,通信设备,20180724,7.19,20180802,7.76,2600,1468.0,7.99%,9,Top Rank,BEAR trailing stop (8.1%),BEAR trailing stop (8.1%),BEAR,csi500
000539,粤电力Ａ,火力发电,20180726,4.68,20180802,4.61,4100,-317.0,-1.53%,7,Top Rank,BEAR rank exit (37.4%),BEAR rank exit (37.4%),BEAR,csi500
600516,方大炭素,矿物制品,20180723,27.27,20180806,26.22,500,-545.0,-3.87%,14,Top Rank,BEAR rank exit (27.2%),BEAR rank exit (27.2%),BEAR,csi500
603228,景旺电子,元器件,20180730,55.24,20180807,53.64,300,-499.6,-2.89%,8,Top Rank,BEAR rank exit (21.8%),BEAR rank exit (21.8%),BEAR,csi500
002531,天顺风能,电气设备,20180801,4.25,20180809,4.24,4500,-70.1,-0.24%,8,Top Rank,BEAR rank exit (26.6%),BEAR rank exit (26.6%),BEAR,csi500
300679,电连技术,元器件,20180802,52.84,20180809,50.18,300,-818.7,-5.04%,7,Top Rank,BEAR rank exit (46.9%),BEAR rank exit (46.9%),BEAR,csi500
300558,贝达药业,化学制药,20180807,43.92,20180814,45.64,400,662.3,3.91%,7,Top Rank,BEAR rank exit (50.9%),BEAR rank exit (50.9%),BEAR,csi500
603596,伯特利,汽车配件,20180809,28.33,20180815,28.49,600,73.8,0.56%,6,Top Rank,BEAR rank exit (98.2%),BEAR rank exit (98.2%),BEAR,csi500
002044,美年健康,医疗保健,20180806,19.24,20180816,18.15,900,-995.9,-5.63%,10,Top Rank,BEAR trailing stop (8.5%),BEAR trailing stop (8.5%),BEAR,csi500
000415,渤海租赁,多元金融,20180802,3.86,20180817,3.46,4900,-1957.4,-10.24%,15,Top Rank,Hard stop (-10.2%),Hard stop (-10.2%),BEAR,csi500
300601,康泰生物,生物制药,20180809,57.1,20180817,63.73,300,1962.9,11.60%,8,Top Rank,BEAR trailing stop (8.9%),BEAR trailing stop (8.9%),BEAR,csi500
603338,浙江鼎力,工程机械,20180731,71.79,20180820,68.79,200,-617.4,-4.18%,20,Top Rank,BEAR trailing stop (9.5%),BEAR trailing stop (9.5%),BEAR,csi500
603833,欧派家居,家居用品,20180817,93.68,20180822,98.74,100,493.5,5.40%,5,Top Rank,BEAR rank exit (21.9%),BEAR rank exit (21.9%),BEAR,csi500
600699,均胜电子,汽车配件,20180820,21.99,20180827,24.41,800,1910.2,11.00%,7,Top Rank,BEAR rank exit (61.7%),BEAR rank exit (61.7%),BEAR,csi500
603699,纽威股份,机械基件,20180802,13.3,20180830,13.37,1400,75.1,0.53%,28,Top Rank,BEAR rank exit (35.2%),BEAR rank exit (35.2%),BEAR,csi500
600131,国网信通,通信设备,20180814,8.06,20180831,8.36,2400,699.9,3.75%,17,Top Rank,BEAR trailing stop (9.9%),BEAR trailing stop (9.9%),BEAR,csi500
300118,东方日升,电气设备,20180816,7.1,20180831,6.29,2600,-2121.9,-11.39%,15,Top Rank,Hard stop (-11.4%),Hard stop (-11.4%),BEAR,csi500
603233,大参林,医药商业,20180822,46.91,20180831,44.06,400,-1162.3,-6.07%,9,Top Rank,BEAR trailing stop (10.7%),BEAR trailing stop (10.7%),BEAR,csi500
600516,方大炭素,矿物制品,20180815,25.86,20180905,23.66,700,-1559.6,-8.50%,21,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BEAR,csi500
603658,安图生物,医疗保健,20180831,67.59,20180905,61.6,200,-1215.6,-8.87%,5,Top Rank,Hard stop (-8.9%),Hard stop (-8.9%),BEAR,csi500
603338,浙江鼎力,工程机械,20180827,75.2,20180906,72.01,200,-655.6,-4.23%,10,Top Rank,BEAR rank exit (23.2%),BEAR rank exit (23.2%),BEAR,csi500
603833,欧派家居,家居用品,20180831,96.63,20180906,91.17,100,-557.7,-5.65%,6,Top Rank,BEAR rank exit (33.0%),BEAR rank exit (33.0%),BEAR,csi500
300601,康泰生物,生物制药,20180905,64.05,20180910,67.29,200,630.5,5.06%,5,Top Rank,BEAR rank exit (27.5%),BEAR rank exit (27.5%),BEAR,csi500
002572,索菲亚,家居用品,20180905,21.25,20180910,20.17,800,-889.0,-5.10%,5,Top Rank,BEAR rank exit (55.0%),BEAR rank exit (55.0%),BEAR,csi500
002625,光启技术,航空,20180906,15.57,20180912,15.73,1100,145.8,0.98%,6,Top Rank,BEAR rank exit (50.5%),BEAR rank exit (50.5%),BEAR,csi500
002044,美年健康,医疗保健,20180817,16.65,20180913,19.01,1100,2565.8,14.16%,27,Top Rank,BEAR trailing stop (8.3%),BEAR trailing stop (8.3%),BEAR,csi500
002841,视源股份,元器件,20180830,98.13,20180917,92.11,100,-614.2,-6.14%,18,Top Rank,BEAR trailing stop (8.0%),BEAR trailing stop (8.0%),BEAR,csi500
603833,欧派家居,家居用品,20180910,85.34,20180917,83.37,200,-415.2,-2.31%,7,Top Rank,BEAR rank exit (43.7%),BEAR rank exit (43.7%),BEAR,csi500
000636,风华高科,元器件,20180910,15.22,20180926,15.21,1200,-35.8,-0.07%,16,Top Rank,BEAR rank exit (41.2%),BEAR rank exit (41.2%),BEAR,csi500
603160,汇顶科技,半导体,20180906,84.51,20180927,80.3,200,-862.4,-4.98%,21,Top Rank,BEAR rank exit (25.8%),BEAR rank exit (25.8%),BEAR,csi500
002262,恩华药业,化学制药,20180917,13.42,20180927,14.07,1300,823.8,4.86%,10,Top Rank,BEAR rank exit (27.6%),BEAR rank exit (27.6%),BEAR,csi500
300118,东方日升,电气设备,20180917,5.99,20180927,6.6,3000,1821.5,10.29%,10,Top Rank,BEAR rank exit (78.3%),BEAR rank exit (78.3%),BEAR,csi500
302132,中航成飞,航空,20180913,11.36,20181008,10.29,1600,-1741.3,-9.46%,25,Top Rank,Hard stop (-9.5%),Hard stop (-9.5%),BEAR,csi500
603338,浙江鼎力,工程机械,20180926,77.22,20181009,70.83,200,-1297.0,-8.28%,13,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BEAR,csi500
603606,东方电缆,电气设备,20180723,12.06,20181011,12.62,900,485.8,4.61%,80,Top Rank,BEAR rank exit (52.2%),BEAR rank exit (52.2%),BEAR,csi500
000893,亚钾国际,农药化肥,20180912,3.72,20181011,4.91,4900,5799.7,31.99%,29,Top Rank,BEAR trailing stop (9.9%),BEAR trailing stop (9.9%),BEAR,csi500
002683,广东宏大,化工原料,20180927,9.8,20181011,10.32,1900,973.5,5.37%,14,Top Rank,BEAR rank exit (33.6%),BEAR rank exit (33.6%),BEAR,csi500
300390,天华新能,电气设备,20180927,8.9,20181011,7.95,2100,-2001.4,-10.60%,14,Top Rank,Hard stop (-10.6%),Hard stop (-10.6%),BEAR,csi500
300474,景嘉微,元器件,20181008,38.23,20181011,35.94,500,-1171.8,-6.01%,3,Top Rank,BEAR trailing stop (8.3%),BEAR trailing stop (8.3%),BEAR,csi500
300373,扬杰科技,半导体,20181009,18.26,20181011,16.98,1000,-1298.1,-6.99%,2,Top Rank,BEAR trailing stop (8.2%),BEAR trailing stop (8.2%),BEAR,csi500
600007,中国国贸,园区开发,20180927,15.68,20181012,14.54,1200,-1384.9,-7.24%,15,Top Rank,BEAR rank exit (24.5%),BEAR rank exit (24.5%),BEAR,csi500
600131,国网信通,通信设备,20180831,8.36,20181016,9.68,2200,2878.1,15.80%,46,Top Rank,BEAR rank exit (27.6%),BEAR rank exit (27.6%),BEAR,csi500
002653,海思科,化学制药,20181011,11.06,20181016,10.94,1300,-178.2,-1.11%,5,Top Rank,BEAR rank exit (29.8%),BEAR rank exit (29.8%),BEAR,csi500
002131,利欧股份,互联网,20181011,1.63,20181018,1.54,10900,-1006.9,-5.56%,7,Top Rank,BEAR rank exit (20.7%),BEAR rank exit (20.7%),BEAR,csi500
300390,天华新能,电气设备,20181012,7.66,20181018,7.46,2400,-504.7,-2.62%,6,Top Rank,BEAR rank exit (38.5%),BEAR rank exit (38.5%),BEAR,csi500
002185,华天科技,半导体,20181016,3.83,20181022,4.15,4900,1547.0,8.38%,6,Top Rank,BEAR rank exit (26.1%),BEAR rank exit (26.1%),BEAR,csi500
300054,鼎龙股份,化工原料,20181018,5.5,20181023,5.77,3400,893.4,4.92%,5,Top Rank,BEAR rank exit (86.1%),BEAR rank exit (86.1%),BEAR,csi500
300373,扬杰科技,半导体,20181011,16.98,20181025,16.89,1100,-123.6,-0.53%,14,Top Rank,BEAR trailing stop (13.1%),BEAR trailing stop (13.1%),BEAR,csi500
000636,风华高科,元器件,20181011,12.45,20181025,13.64,800,934.6,9.52%,14,Top Rank,BEAR rank exit (21.2%),BEAR rank exit (21.2%),BEAR,csi500
002240,盛新锂能,小金属,20181016,8.37,20181029,7.96,2200,-924.8,-4.90%,13,Top Rank,BEAR trailing stop (10.3%),BEAR trailing stop (10.3%),BEAR,csi500
002423,中粮资本,多元金融,20181018,6.99,20181029,7.78,2600,2027.7,11.30%,11,Top Rank,BEAR trailing stop (8.8%),BEAR trailing stop (8.8%),BEAR,csi500
603699,纽威股份,机械基件,20181022,11.34,20181029,10.98,1700,-628.3,-3.13%,7,Top Rank,BEAR rank exit (29.5%),BEAR rank exit (29.5%),BEAR,csi500
600764,中国海防,船舶,20181023,26.35,20181029,24.13,700,-1571.8,-8.40%,6,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BEAR,csi500
600487,亨通光电,通信设备,20181029,24.89,20181030,22.4,700,-1764.5,-10.01%,1,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BEAR,csi500
000893,亚钾国际,农药化肥,20181011,4.91,20181031,4.78,3800,-517.6,-2.65%,20,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
002436,兴森科技,元器件,20181011,3.31,20181102,3.81,3800,1893.6,15.20%,22,Top Rank,BEAR rank exit (57.3%),BEAR rank exit (57.3%),BEAR,csi500
300567,精测电子,电器仪表,20181025,112.85,20181102,118.01,100,500.5,4.57%,8,Top Rank,BEAR rank exit (33.3%),BEAR rank exit (33.3%),BEAR,csi500
603868,飞科电器,家用电器,20181029,37.43,20181105,38.63,500,575.6,3.21%,7,Top Rank,BEAR rank exit (53.3%),BEAR rank exit (53.3%),BEAR,csi500
000988,华工科技,专用机械,20181030,10.38,20181105,11.68,1700,2188.8,12.55%,6,Top Rank,BEAR rank exit (38.3%),BEAR rank exit (38.3%),BEAR,csi500
300373,扬杰科技,半导体,20181029,16.03,20181107,17.94,1100,2085.3,11.97%,9,Top Rank,BEAR rank exit (20.9%),BEAR rank exit (20.9%),BEAR,csi500
000893,亚钾国际,农药化肥,20181031,4.78,20181108,4.34,3900,-1738.0,-9.21%,8,Top Rank,Hard stop (-9.2%),Hard stop (-9.2%),BEAR,csi500
002563,森马服饰,服饰,20181102,9.2,20181113,9.45,2100,509.6,2.77%,11,Top Rank,BEAR rank exit (29.1%),BEAR rank exit (29.1%),BEAR,csi500
002653,海思科,化学制药,20181108,12.81,20181113,13.21,1500,573.3,3.12%,5,Top Rank,BEAR rank exit (23.7%),BEAR rank exit (23.7%),BEAR,csi500
000987,越秀资本,多元金融,20181102,8.0,20181114,8.26,2400,604.4,3.28%,12,Top Rank,BEAR rank exit (20.0%),BEAR rank exit (20.0%),BEAR,csi500
603444,吉比特,互联网,20181107,128.82,20181116,140.5,100,1149.1,9.06%,9,Top Rank,BEAR rank exit (38.5%),BEAR rank exit (38.5%),BEAR,csi500
300373,扬杰科技,半导体,20181113,18.34,20181119,18.34,1100,-26.2,0.00%,6,Top Rank,BEAR rank exit (27.3%),BEAR rank exit (27.3%),BEAR,csi500
600848,上海临港,园区开发,20181114,20.48,20181119,24.03,900,3164.5,17.32%,5,Top Rank,BEAR rank exit (26.8%),BEAR rank exit (26.8%),BEAR,csi500
600021,上海电力,火力发电,20181116,7.89,20181121,7.8,2600,-266.1,-1.17%,5,Top Rank,BEAR rank exit (23.9%),BEAR rank exit (23.9%),BEAR,csi500
603806,福斯特,塑料,20181105,33.78,20181123,30.95,500,-1431.9,-8.36%,18,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BEAR,csi500
000403,派林生物,生物制药,20181119,28.4,20181123,25.9,700,-1773.6,-8.80%,4,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BEAR,csi500
600483,福能股份,新型电力,20181119,9.17,20181123,8.48,2200,-1534.4,-7.49%,4,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
002851,麦格米特,电气设备,20181123,29.97,20181129,31.93,600,1149.8,6.53%,6,Top Rank,BEAR rank exit (34.0%),BEAR rank exit (34.0%),BEAR,csi500
002432,九安医疗,医疗保健,20181025,4.95,20181130,5.9,3800,3580.9,19.19%,36,Top Rank,BEAR trailing stop (10.7%),BEAR trailing stop (10.7%),BEAR,csi500
002568,百润股份,红黄酒,20181123,9.25,20181205,9.85,2100,1226.0,6.45%,12,Top Rank,BEAR rank exit (20.2%),BEAR rank exit (20.2%),BEAR,csi500
600487,亨通光电,通信设备,20181105,25.34,20181206,24.04,700,-928.4,-5.11%,31,Top Rank,BEAR trailing stop (10.1%),BEAR trailing stop (10.1%),BEAR,csi500
000403,派林生物,生物制药,20181123,25.9,20181206,26.08,700,102.3,0.69%,13,Top Rank,BEAR rank exit (27.9%),BEAR rank exit (27.9%),BEAR,csi500
603658,安图生物,医疗保健,20181029,48.82,20181207,55.06,300,1850.6,12.78%,39,Top Rank,BEAR trailing stop (12.6%),BEAR trailing stop (12.6%),BEAR,csi500
603456,九洲药业,医疗保健,20181113,12.89,20181207,12.46,1500,-679.9,-3.39%,24,Top Rank,BEAR trailing stop (9.6%),BEAR trailing stop (9.6%),BEAR,csi500
300529,健帆生物,医疗保健,20181206,47.55,20181207,42.8,400,-1925.3,-10.00%,1,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BEAR,csi500
600157,永泰能源,火力发电,20180702,1.72,20181210,1.5,10700,-2374.9,-12.79%,161,Top Rank,Hard stop (-12.8%),Hard stop (-12.8%),BEAR,csi500
600483,福能股份,新型电力,20181207,8.68,20181212,8.69,2200,-2.3,0.12%,5,Top Rank,BEAR rank exit (23.3%),BEAR rank exit (23.3%),BEAR,csi500
600095,湘财股份,证券,20181129,4.25,20181213,4.19,4700,-308.7,-1.42%,14,Top Rank,BEAR rank exit (20.6%),BEAR rank exit (20.6%),BEAR,csi500
002262,恩华药业,化学制药,20181210,9.68,20181217,9.63,2200,-137.9,-0.52%,7,Top Rank,BEAR rank exit (97.1%),BEAR rank exit (97.1%),BEAR,csi500
002608,江苏国信,火力发电,20181206,7.9,20181219,7.19,2500,-1798.4,-8.99%,13,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BEAR,csi500
002557,洽洽食品,食品,20181207,19.21,20181219,18.05,1000,-1176.0,-6.00%,12,Top Rank,BEAR trailing stop (11.0%),BEAR trailing stop (11.0%),BEAR,csi500
300573,兴齐眼药,化学制药,20181205,18.52,20181221,17.64,1100,-993.7,-4.75%,16,Top Rank,BEAR rank exit (24.8%),BEAR rank exit (24.8%),BEAR,csi500
603806,福斯特,塑料,20181130,34.28,20181225,34.08,500,-121.1,-0.58%,25,Top Rank,BEAR trailing stop (9.1%),BEAR trailing stop (9.1%),BEAR,csi500
002262,恩华药业,化学制药,20181221,8.97,20181226,9.26,2300,641.4,3.24%,5,Top Rank,BEAR rank exit (38.8%),BEAR rank exit (38.8%),BEAR,csi500
600373,中文传媒,出版业,20181219,12.41,20181227,13.54,1600,1777.1,9.09%,8,Top Rank,BEAR rank exit (29.5%),BEAR rank exit (29.5%),BEAR,csi500
002266,浙富控股,环境保护,20181207,4.12,20181228,4.08,4800,-218.0,-0.97%,21,Top Rank,BEAR rank exit (31.5%),BEAR rank exit (31.5%),BEAR,csi500
300748,金力永磁,矿物制品,20181225,22.2,20181228,21.71,900,-466.4,-2.21%,3,Top Rank,BEAR trailing stop (11.1%),BEAR trailing stop (11.1%),BEAR,csi500
002595,豪迈科技,专用机械,20181121,16.03,20181228,16.35,1100,336.4,2.04%,37,Rank 0.23%,Close all,Close all,END,csi500
601965,中国汽研,汽车服务,20181212,7.48,20181228,7.25,2800,-685.8,-3.15%,16,Rank 1.12%,Close all,Close all,END,csi500
600612,老凤祥,服饰,20181213,41.28,20181228,46.38,500,2521.0,12.36%,15,Rank 0.22%,Close all,Close all,END,csi500
000739,普洛药业,化学制药,20181217,7.69,20181228,7.5,2700,-543.4,-2.49%,11,Rank 0.22%,Close all,Close all,END,csi500
603728,鸣志电器,电气设备,20181219,16.51,20181228,16.48,1200,-57.0,-0.16%,9,Rank 0.89%,Close all,Close all,END,csi500
603882,金域医学,医疗保健,20181226,22.09,20181228,22.35,900,208.6,1.18%,2,Rank 0.45%,Close all,Close all,END,csi500
002408,齐翔腾达,化工原料,20181227,6.38,20181228,6.91,3300,1703.3,8.23%,1,Rank 0.67%,Close all,Close all,END,csi500
300390,天华新能,电气设备,20181228,7.36,20181228,7.36,2900,-27.8,0.00%,0,Rank 0.22%,Close all,Close all,END,csi500
600143,金发科技,塑料,20181228,5.05,20181228,5.05,4200,-27.6,0.00%,0,Rank 0.45%,Close all,Close all,END,csi500
