date,portfolio_value,cash,positions,market_regime,cum_return,max_drawdown
2026-01-05,200000.0,126624.49668407298,18,BULL,0.0,0.0
2026-01-06,202130.99645244135,56024.100463193776,30,BULL,0.010654982262206847,0.0
2026-01-07,205386.08565780215,56024.100463193776,30,BULL,0.02693042828901082,0.0
2026-01-08,208683.55112571732,56024.100463193776,30,BULL,0.04341775562858663,0.0
2026-01-09,214730.0004980235,56024.100463193776,30,BULL,0.07365000249011744,0.0
2026-01-12,223079.32302584613,56024.100463193776,30,BULL,0.11539661512923072,0.0
2026-01-13,220139.35233790815,56024.100463193776,30,BULL,0.10069676168954067,-0.014699853439690047
2026-01-14,225370.19607567394,40078.82196319378,30,BULL,0.12685098037836973,0.0
2026-01-15,223094.8540970818,24559.1718578735,30,BULL,0.11547427048540904,-0.01137670989296069
2026-01-16,209653.28905754385,9885.954357873503,30,BULL,0.048266445287719284,-0.07858453509065044
2026-01-19,209949.43524156016,1357.8641578735042,30,BULL,0.04974717620780078,-0.07710380417056895
2026-01-20,207944.15500371312,3430.9389199151183,30,BULL,0.039720775018565524,-0.0871302053598042
2026-01-21,224322.98465436412,7115.009619915119,30,BULL,0.12161492327182066,-0.0052360571065490635
2026-01-22,224814.01233936794,12900.255419915122,30,BULL,0.12407006169683976,-0.0027809186815299647
2026-01-23,236405.295251312,12900.255419915122,30,BULL,0.18202647625656,0.0
2026-01-26,229318.8231354034,11945.611419915123,30,BULL,0.14659411567701697,-0.03543236057954302
2026-01-27,232638.36445931107,11945.611419915123,30,BULL,0.16319182229655538,-0.01883465396000461
2026-01-28,233120.86886262347,1092.9761199151235,30,BULL,0.16560434431311744,-0.016422131943442553
2026-01-29,232921.4514923691,11440.820519915129,30,BULL,0.16460725746184535,-0.01741921879471464
2026-01-30,229242.58619653175,9039.417690698909,30,BULL,0.14621293098265875,-0.03581354527390124
2026-02-02,222831.97036701356,32933.59856551992,30,BULL,0.11415985183506772,-0.06786662442149227
2026-02-03,228194.35385553775,32933.59856551992,30,BULL,0.14097176927768862,-0.04105470697887137
2026-02-04,223229.16366403954,32933.59856551992,30,BULL,0.11614581832019777,-0.06588065793636222
2026-02-05,216155.38317825235,36668.95823263896,30,BULL,0.08077691589126168,-0.10124956036529831
2026-02-06,215841.0541533023,39309.860832638966,30,BULL,0.07920527076651163,-0.10282120549004836
2026-02-09,220204.257186437,20469.496632638962,30,BULL,0.10102128593218507,-0.08100519032437492
2026-02-10,220767.85344473252,20469.496632638962,30,BULL,0.10383926722366255,-0.07818720903289744
2026-02-11,220680.39232015383,20469.496632638962,30,BULL,0.10340196160076909,-0.0786245146557909
2026-02-12,221150.44537859803,17705.532610017468,30,BULL,0.10575222689299024,-0.07627424936356975
2026-02-13,216667.6433468228,1826.9927100174682,30,BULL,0.0833382167341139,-0.09868825952244609
2026-02-24,221418.5518708693,2191.4366641700108,30,BULL,0.10709275935434648,-0.07493371690221351
2026-02-25,225082.73067493195,10056.552564170015,30,BULL,0.1254136533746597,-0.05661282288190028
2026-02-26,227473.3403380927,10056.552564170015,30,BULL,0.1373667016904636,-0.04465977456609638
2026-02-27,232589.04287441267,10056.552564170015,30,BULL,0.16294521437206333,-0.01908126188449666
2026-03-02,232644.68066053308,7148.6238641700165,30,BULL,0.16322340330266538,-0.018803072953894606
2026-03-03,223137.83629638204,20384.244664170023,30,BULL,0.1156891814819101,-0.06633729477464989
2026-03-04,224129.2375684211,15487.171164170024,30,BULL,0.12064618784210546,-0.06138028841445453
2026-03-05,228841.7115107349,15487.171164170024,30,BULL,0.14420855755367445,-0.037817918702885533
2026-03-06,227631.59330619287,15487.171164170024,30,BULL,0.13815796653096424,-0.04386850972559575
2026-03-09,225916.08183088008,15487.171164170024,30,BULL,0.1295804091544004,-0.0524460671021596
2026-03-10,228792.397432461,15487.171164170024,30,BULL,0.14396198716230502,-0.03806448909425497
2026-03-11,229261.40541377262,13139.715768110567,30,BULL,0.14630702706886312,-0.03571944918769687
2026-03-12,228623.52936771093,1606.085214863242,30,BULL,0.14311764683855466,-0.03890882941800533
2026-03-13,225066.11651945213,14700.976642244163,30,BULL,0.1253305825972606,-0.05669589365929939
