date,portfolio_value,cash,positions,market_regime,cum_return,max_drawdown
2026-01-05,200000.0,126551.14318680626,18,BULL,0.0,0.0
2026-01-06,202057.64295517464,55880.16774347294,30,BULL,0.010288214775873161,0.0
2026-01-07,205242.1529380813,55880.16774347294,30,BULL,0.026210764690406396,0.0
2026-01-08,208539.6184059965,55880.16774347294,30,BULL,0.042698092029982426,0.0
2026-01-09,214586.06777830268,55880.16774347294,30,BULL,0.07293033889151346,0.0
2026-01-12,222935.39030612525,55880.16774347294,30,BULL,0.11467695153062629,0.0
2026-01-13,219995.4196181873,55880.16774347294,30,BULL,0.09997709809093647,-0.014699853439689825
2026-01-14,225226.2633559531,39913.02124347295,30,BULL,0.12613131677976552,0.0
2026-01-15,222929.05337736098,24349.078247114663,30,BULL,0.11464526688680499,-0.011486049892960537
2026-01-16,209443.19544678502,9656.312747114662,30,BULL,0.04721597723392512,-0.0789153395458404
2026-01-19,209719.79363080132,1112.498547114661,30,BULL,0.04859896815400666,-0.07753234862575886
2026-01-20,207698.78939295426,3179.5735818173657,30,BULL,0.038493946964771375,-0.08763736981499415
2026-01-21,224071.61931626638,6848.580281817366,30,BULL,0.12035809658133201,-0.005773220198433515
2026-01-22,224547.58300127016,12615.585081817364,30,BULL,0.12273791500635078,-0.0033934017734147393
2026-01-23,236120.62491321424,12615.585081817364,30,BULL,0.1806031245660713,0.0
2026-01-26,229034.15279730564,11638.541081817362,30,BULL,0.14517076398652828,-0.03543236057954302
2026-01-27,232331.2941212133,11638.541081817362,30,BULL,0.16165647060606636,-0.018946653960004944
2026-01-28,232813.7985245257,771.0737818173602,30,BULL,0.16406899262262842,-0.016534131943442887
2026-01-29,232599.5491542713,10980.102581817357,30,BULL,0.1629977457713565,-0.0176053787947148
2026-01-30,228684.866258434,10102.836394241478,30,BULL,0.14342433129216992,-0.03717879327390139
2026-02-02,222160.71007055612,33941.019842086855,30,BULL,0.11080355035278067,-0.06979957421329064
2026-02-03,227474.7751321047,33941.019842086855,30,BULL,0.1373738756605234,-0.04322924890554791
2026-02-04,222492.5849406065,33941.019842086855,30,BULL,0.11246292470303243,-0.06814019986303887
2026-02-05,215407.8044548193,39340.16054085755,30,BULL,0.07703902227409642,-0.10356410229197488
2026-02-06,214886.68632839335,41960.053140857555,30,BULL,0.07443343164196681,-0.1061696929241045
2026-02-09,219281.43168415973,23938.817340857553,30,BULL,0.09640715842079861,-0.0841959661452727
2026-02-10,219821.6624801747,23938.817340857553,30,BULL,0.09910831240087359,-0.08149481216519772
2026-02-11,219641.94185337724,23938.817340857553,30,BULL,0.0982097092668861,-0.0823934152991852
2026-02-12,220236.11057842383,21147.086241536454,30,BULL,0.10118055289211925,-0.07942257167395206
2026-02-13,216007.888469756,5249.690341536454,30,BULL,0.08003944234878002,-0.10056368221729128
2026-02-24,220705.85962201015,1344.336295688996,30,BULL,0.10352929811005063,-0.07707382645602068
2026-02-25,223819.48656730374,9193.444195688999,30,BULL,0.11909743283651864,-0.06150569172955267
2026-02-26,226203.61075602882,9193.444195688999,30,BULL,0.1310180537801442,-0.04958507078592711
2026-02-27,231455.15054876398,9193.444195688999,30,BULL,0.15727575274382,-0.023327371822251308
2026-03-02,230918.53667866215,6659.213195688995,30,BULL,0.15459268339331067,-0.026010441172760634
2026-03-03,221279.84840932104,17376.35949568899,30,BULL,0.10639924204660511,-0.07420388251946619
2026-03-04,221921.0195687226,8453.81359568899,30,BULL,0.10960509784361294,-0.07099802672245836
2026-03-05,226626.20147264167,8453.81359568899,30,BULL,0.13313100736320838,-0.04747211720286293
2026-03-06,225784.40672941544,8453.81359568899,30,BULL,0.1289220336470771,-0.0516810909189942
2026-03-09,223559.3042105179,4584.963695688988,30,BULL,0.11779652105258953,-0.06280660351348177
2026-03-10,227753.24326322752,4584.963695688988,30,BULL,0.1387662163161376,-0.04183690824993369
2026-03-11,227595.03269350692,2218.7178923556494,30,BULL,0.13797516346753458,-0.042627961098536726
2026-03-12,226757.0192403643,703.0833391083233,30,BULL,0.13378509620182144,-0.046818028364249864
2026-03-13,223040.27487908214,14959.178353786438,30,BULL,0.11520137439541078,-0.06540175017066052
