date,portfolio_value,cash,positions,market_regime,cum_return,max_drawdown
2025-01-02,200000.0,89063.64195784945,30,BULL,0.0,0.0
2025-01-03,196492.01383235704,89063.64195784945,30,BEAR,-0.017539930838214812,-0.017539930838214812
2025-01-06,191282.05045308938,144026.38036495558,13,BEAR,-0.04358974773455304,-0.04358974773455304
2025-01-07,191235.97656134138,157045.27438574468,9,BEAR,-0.04382011719329315,-0.04382011719329315
2025-01-08,191753.93896365075,157045.27438574468,9,BEAR,-0.041230305181746196,-0.041230305181746196
2025-01-09,191473.63818212572,157045.27438574468,9,BEAR,-0.042631809089371364,-0.042631809089371364
2025-01-10,191808.6005844351,157045.27438574468,9,BEAR,-0.04095699707782452,-0.04095699707782452
2025-01-13,190856.64755049156,96244.72798574466,9,BEAR,-0.045716762247542175,-0.045716762247542175
2025-01-14,192226.43797659167,96244.72798574466,9,BEAR,-0.03886781011704166,-0.03886781011704166
2025-01-15,199447.16747036058,96244.72798574466,9,BEAR,-0.0027641626481971215,-0.0027641626481971215
2025-01-16,199608.28026343248,96244.72798574466,9,BEAR,-0.0019585986828376534,-0.0019585986828376534
2025-01-17,198136.5283096199,96244.72798574466,9,BEAR,-0.009317358451900515,-0.009317358451900515
2025-01-20,197718.56590731052,96244.72798574466,9,BEAR,-0.011407170463447414,-0.011407170463447414
2025-01-21,199223.6411026918,96244.72798574466,9,BEAR,-0.0038817944865410237,-0.0038817944865410237
2025-01-22,200790.37791885738,96244.72798574466,9,BEAR,0.003951889594286939,0.0
2025-01-23,199389.66356273543,96244.72798574466,9,BEAR,-0.0030516821863229016,-0.007003571780609841
2025-01-24,197048.4959650448,97072.82598574465,9,BEAR,-0.014757520174776051,-0.01870940976906299
2025-01-27,198379.57173502297,81264.37458574465,9,BEAR,-0.008102141324885181,-0.01205403091917212
2025-02-05,192516.2137488792,80845.55358574465,9,BEAR,-0.037418931255603916,-0.041370820849890855
2025-02-06,191203.552035023,62634.32448574467,9,BEAR,-0.04398223982488503,-0.04793412941917197
2025-02-07,195286.99737175467,62634.32448574467,9,BEAR,-0.02356501314122661,-0.02751690273551355
2025-02-10,198579.5613371141,62634.32448574467,9,BEAR,-0.007102193314429406,-0.011054082908716345
2025-02-11,201295.2981532797,62634.32448574467,9,BEAR,0.006476490766398557,0.0
2025-02-12,198376.7341879203,62634.32448574467,9,BEAR,-0.008116329060398608,-0.014592819826797165
2025-02-13,200768.92217637342,62634.32448574467,9,BEAR,0.00384461088186705,-0.0026318798845315072
2025-02-14,200386.90774565455,60788.611385744676,9,BEAR,0.001934538728272761,-0.004541952038125796
2025-02-17,199696.5323179421,60788.611385744676,9,BEAR,-0.0015173384102895593,-0.007993829176688116
2025-02-18,201158.41952487023,60788.611385744676,9,BEAR,0.005792097624351067,-0.0006843931420474902
2025-02-19,196433.573430186,50026.708864958375,9,BEAR,-0.017832132849070037,-0.024308623615468594
2025-02-20,201485.54262150568,50026.708864958375,9,BEAR,0.007427713107528433,0.0
