test_year,train_start,train_end,annual_return,total_return,max_drawdown,win_rate,turnover,test_ic,val_ic,total_trades,avg_holding_days,model_file
2020,2016-01-01,2019-12-31,0.9388381694135788,0.8935301277177516,-0.2561241655446498,0.5656836461126006,6.70434026938215,0.05720605777992904,0.06944511931670197,373,22.083109919571047,models/walk_forward/csi500/model_csi500_2020.pkl
2021,2017-01-01,2020-12-31,0.3664225132223662,0.351271717984151,-0.27265600956199965,0.5308988764044944,8.503559073514669,0.08590419098688676,0.07053667539591127,356,17.264044943820224,models/walk_forward/csi500/model_csi500_2021.pkl
2022,2018-01-01,2021-12-31,0.5071052787770989,0.48277208352970075,-0.2809497106023998,0.458041958041958,8.219010528834922,0.06502981746679769,0.07232442443699022,286,15.258741258741258,models/walk_forward/csi500/model_csi500_2022.pkl
2023,2019-01-01,2022-12-31,0.8777495958562531,0.831382412626752,-0.20052525500000007,0.5947955390334573,6.47417198760131,0.045442491655520195,0.06307119860417014,269,20.509293680297397,models/walk_forward/csi500/model_csi500_2023.pkl
2024,2020-01-01,2023-12-31,1.2946262376473494,1.2202301129839508,-0.3433908608618994,0.4908424908424908,5.622196263672234,0.027932415977595302,0.05160940308255938,273,23.82051282051282,models/walk_forward/csi500/model_csi500_2024.pkl
2025,2021-01-01,2024-12-31,1.2441715525401165,1.1733279093094517,-0.21751907438760032,0.5795454545454546,4.580254101099829,0.06867357878599659,0.019700414976141018,264,29.609848484848484,models/walk_forward/csi500/model_csi500_2025.pkl
