test_year,train_start,train_end,annual_return,total_return,max_drawdown,win_rate,turnover,test_ic,val_ic,total_trades,avg_holding_days,model_file
2026,2022-01-01,2025-12-31,0.276185228684908,0.047548262062349966,-0.06277074574729968,0.5119047619047619,1.7120334008932234,0.1215320311871746,0.06388658182595955,84,21.595238095238095,models/walk_forward/csi500/model_csi500_2026.pkl
